# h Omegab Omegam As ns w wa
6.338865484767608471e-01 4.597014928251919041e-02 2.587922723044516760e-01 2.440004342380256207e-09 9.831299441596949018e-01 -1.323471904947921995e+00 -4.040064431270471434e-01
6.887620854117131319e-01 5.179635730537181931e-02 3.078838171065972906e-01 2.530794977968099854e-09 9.862015713530374317e-01 -8.154423397279911834e-01 1.478749243091479482e-01
6.280386671770475937e-01 4.996575189710849435e-02 3.132031369153631672e-01 2.088615795459707853e-09 9.971025988883794877e-01 -1.318506417376246853e+00 -7.145427109656712350e-01
6.845549386438960493e-01 4.325161967912977828e-02 3.065163646420570043e-01 2.502738083645148088e-09 9.473696622897985753e-01 -1.261223082552425323e+00 4.568816692862949225e-01
6.380548902984807258e-01 4.340314372285704325e-02 3.902049890954739642e-01 1.858989852676112049e-09 9.501383460779039281e-01 -1.132648216776742212e+00 -1.949387284086245842e-01
6.633692961778885344e-01 3.909126021534145567e-02 3.692160913428108038e-01 1.950758033222201535e-09 9.208743123148425136e-01 -1.189783205521628418e+00 5.189149984716203701e-01
6.293846751180119936e-01 4.499245643960191748e-02 3.813489490660993964e-01 2.074700037286601560e-09 9.883256626225027652e-01 -1.243761369760309377e+00 -4.400260742895427679e-01
7.098003298988246890e-01 5.789031627532001401e-02 2.709693513643148255e-01 2.094513375203154192e-09 9.320626291721900714e-01 -1.045579507000046871e+00 5.375689085173516180e-01
6.860906149145057364e-01 4.993759298628216298e-02 2.632117345777879036e-01 1.994110282450439288e-09 9.656627132584516549e-01 -9.095289600374700800e-01 -7.282915930245881242e-03
6.799714541938866041e-01 4.749147347958701526e-02 3.869204805506567535e-01 1.826511649249165719e-09 9.508272707477746222e-01 -1.267269599089568155e+00 2.360901515826019370e-01
7.201494840564728328e-01 4.819739654163460174e-02 3.554665393607501778e-01 2.438284200883450065e-09 9.949610496449216024e-01 -8.274550001408568223e-01 5.115460356392782515e-01
7.089038466560405594e-01 4.222367753785352673e-02 3.920950538898748672e-01 2.354602180618063469e-09 9.934022807958009516e-01 -1.053098975861775255e+00 3.153651148517369052e-01
7.152557258766409909e-01 4.058634825314646338e-02 2.372097063036824605e-01 2.201738870795840828e-09 9.654064278126787135e-01 -7.265772483089233402e-01 -4.212964924237370123e-01
6.065055436483635098e-01 6.001628272633535710e-02 3.664494761710338500e-01 1.813494917837805618e-09 9.535891369475736346e-01 -6.830150504783822907e-01 1.967864408006836374e-01
6.348906474054397675e-01 4.292665857730966483e-02 3.663405475245659071e-01 2.337153422155210684e-09 9.838572849930663500e-01 -1.050263366135061105e+00 -4.655367309281217003e-01
6.536993914571952446e-01 4.857934562208662821e-02 3.394592990374759034e-01 2.205348449261975356e-09 9.657491931747520519e-01 -1.084184763420045883e+00 4.352108825510703216e-02
7.204113877706590507e-01 4.505820876082431564e-02 3.680019319884398343e-01 1.859733418830587143e-09 9.177583199570402694e-01 -1.313634908460268980e+00 1.201352003035089933e-01
6.693453729434135635e-01 4.042822460291577852e-02 2.484108115125924776e-01 2.503435227282562217e-09 9.248530596895182532e-01 -9.286612125124471540e-01 -5.455879959497268450e-01
7.091406018184797100e-01 4.883094827649465258e-02 2.416831223177748900e-01 2.141393782239717313e-09 9.737905794778013435e-01 -9.487137486410368581e-01 1.130094897815714372e-02
6.273610417834766251e-01 4.879608137845915794e-02 3.459448224760814927e-01 2.454975784664173228e-09 9.390433835599395485e-01 -9.124361538670239247e-01 -4.286327457746818004e-01
6.126182171881801031e-01 5.986609987818326817e-02 3.593248030839268914e-01 2.125442873311632284e-09 9.623021373191582573e-01 -9.856209406940272810e-01 5.015165511734651638e-01
6.562142888977713362e-01 5.834787803954424867e-02 2.754869502255947733e-01 2.212827104521385363e-09 9.642714401629811638e-01 -1.007289049134258985e+00 -5.322227193455639771e-01
6.048512416116402779e-01 5.384143467605180533e-02 2.582659499682177784e-01 1.906698857054360550e-09 9.229826333258522864e-01 -9.115834279738530554e-01 -6.994160119993146907e-01
6.435146208543377488e-01 4.790801829891307845e-02 3.472266216629834590e-01 1.684306908942180790e-09 9.945950915526019509e-01 -1.186983936227701264e+00 -3.976751179193448449e-01
7.017682409750742867e-01 4.228137021335832274e-02 3.923837009034599754e-01 1.703960606816753409e-09 9.337156152215000393e-01 -1.329382070976430796e+00 -1.229929233913933384e-01
6.951239063844264487e-01 5.347411330982076300e-02 3.652569950774712804e-01 1.741168458029887041e-09 9.576452999651308140e-01 -1.102014939927453474e+00 -1.868898668884968473e-01
6.598063290223120658e-01 5.710148732721038317e-02 3.659474281063313517e-01 2.388852413884681962e-09 9.781294896778296444e-01 -1.222209845871480738e+00 -4.808763240323629118e-01
7.282443169998060739e-01 6.079183543266805656e-02 3.290623307208174197e-01 2.058552279545465404e-09 9.595369925445890180e-01 -8.542803645865053586e-01 -4.144023046539202504e-02
7.130470217315868497e-01 4.360907685250593052e-02 2.606501126647590705e-01 2.376790199504936623e-09 9.628237287195338112e-01 -1.244418850237742014e+00 1.032618349451281947e-01
6.327016944904293450e-01 5.880176916434121104e-02 2.987418214002193206e-01 1.905341574655805230e-09 9.280663040129210062e-01 -8.377786999019762870e-01 -4.096231382345872363e-01
7.035533371199275132e-01 5.100551126669310154e-02 3.672835075452277609e-01 2.149634370344983095e-09 9.527429994289227100e-01 -1.039327316162137471e+00 -5.064916855808903051e-01
6.071434776524792243e-01 4.581900423117743482e-02 2.671708043634318797e-01 1.967599213884676839e-09 9.803081340235034746e-01 -1.113120199501395513e+00 2.758756541701401499e-01
6.383790652016074763e-01 4.832456758273250691e-02 3.889720836092703804e-01 2.331440589159109187e-09 9.723709229940460386e-01 -8.191166223761290333e-01 -5.782563441625645506e-01
6.491151033950887106e-01 5.029122762443256900e-02 2.929624405114370500e-01 1.698574838878174045e-09 9.695776971135887656e-01 -1.108764510562359362e+00 -3.267485836139187305e-01
7.191963065941483491e-01 4.097092697980053017e-02 2.486331938881986559e-01 1.764106696591221167e-09 9.993353817364849512e-01 -1.292263460058615143e+00 5.847647811246248217e-02
6.257706148026173087e-01 5.362323094878884699e-02 2.442699505151647299e-01 1.784129391990580254e-09 9.659866940877591679e-01 -1.078864636449554659e+00 -5.537346504510384237e-01
7.358923191880879511e-01 5.132596416526848115e-02 2.979756161223839350e-01 2.442073242083446262e-09 9.160269775351306265e-01 -1.210577861571166425e+00 -7.032000364924607672e-01
6.344891474875509196e-01 5.329257049152200110e-02 4.012313797403800342e-01 2.198071926179523813e-09 9.345786977594707778e-01 -9.622551002117729624e-01 4.983813624795518926e-02
6.334855247076583984e-01 4.765829989330906680e-02 2.699525411594918545e-01 2.208412941911339455e-09 9.435052773107847068e-01 -7.468621898922851443e-01 5.334735323247752348e-01
7.270890541173034016e-01 4.137748428526835665e-02 3.263831801114686626e-01 2.158525818172644684e-09 9.890967003345143560e-01 -9.027739663831362282e-01 5.054238890225364322e-01
6.866029693992755645e-01 4.538577661191239843e-02 3.166028306289399574e-01 2.250597758691400284e-09 9.980028727248042575e-01 -1.092484788097950021e+00 -7.437000258296003752e-01
7.303315789696144256e-01 4.742656817357824434e-02 3.650764271304892672e-01 2.467663002261906630e-09 9.669132522864714030e-01 -1.023045893963800523e+00 -5.606821222929858628e-01
6.410647016073744986e-01 4.683711462793004043e-02 3.868320261082585088e-01 2.323898913000345498e-09 9.492344616228224341e-01 -8.532530759594902925e-01 -7.412135969405616587e-01
6.821376663646048222e-01 4.434453948708436816e-02 3.619776817185924034e-01 2.434650075944900911e-09 9.480304554164179498e-01 -1.200022021209860457e+00 -3.476041381862777224e-01
7.228774834067211996e-01 5.878856714096654390e-02 2.832579834745865832e-01 2.408357034459750424e-09 9.755238198576093867e-01 -1.270584746025176459e+00 -5.338999761091520746e-01
6.098957650941800868e-01 5.829087116874573371e-02 3.509644316030981481e-01 2.522149189901928569e-09 9.847794110237897414e-01 -7.030520173790992811e-01 -3.243788184909824901e-01
6.720342901138471881e-01 5.585332598365833068e-02 2.658566149317658778e-01 1.881476039523858854e-09 9.627056722314908388e-01 -1.316111145566492002e+00 1.256278859508728196e-01
6.366292268077557992e-01 4.045848039148972758e-02 3.118030537954640247e-01 1.920991801524398905e-09 9.335915766853042363e-01 -1.293611995154325900e+00 -5.568121671110715099e-01
6.469403072406056943e-01 4.680025169977219263e-02 2.598314185714988844e-01 1.776068233519354712e-09 9.547821798245471614e-01 -7.013333514091453225e-01 -5.687501450953063031e-01
6.977016311772072932e-01 4.546299932732798810e-02 3.300012426097989615e-01 2.017607180685708197e-09 9.558977713993338510e-01 -1.096371062662742979e+00 -7.575945514073718634e-01
6.093290940954073642e-01 5.536590246771408430e-02 2.812311111659104301e-01 2.160832695601282533e-09 9.798111985985598071e-01 -7.085764132692677908e-01 1.273311799758077845e-01
6.801288521276538379e-01 4.418860078220412241e-02 3.582193517204650401e-01 2.147700139710985721e-09 9.707248708167595108e-01 -1.095227183527430537e+00 -3.957132113572320309e-01
7.198696630991985312e-01 5.992785566638272887e-02 2.534226735444175538e-01 2.489573482116356806e-09 9.960437916289566207e-01 -1.048459440190232517e+00 -7.508051285508513528e-01
7.000685325609944387e-01 4.345219354350342983e-02 3.212956428593853331e-01 1.747604673771459861e-09 9.987526453944866045e-01 -9.827676271189882407e-01 1.178109228313798384e-01
6.201469155106944520e-01 4.374473302705942507e-02 2.369593636860750918e-01 1.728572920253600897e-09 9.913667719148319124e-01 -1.279577235197843832e+00 -7.233218573088519010e-01
6.596473253897239264e-01 5.555829148889096514e-02 3.020165820200699236e-01 1.896651464931944410e-09 9.644110250226870518e-01 -1.002789581858881895e+00 -2.473002441329161805e-01
6.934757546692514873e-01 5.008957360794001612e-02 3.043146833487793690e-01 2.198872668886762941e-09 9.488578539572632975e-01 -8.574055912124888268e-01 -7.304474693038265354e-02
6.255569879018628709e-01 5.121234974067908480e-02 2.498682970410906201e-01 1.810894221314300162e-09 9.348828431748069656e-01 -1.116491377970407317e+00 -7.498922192089718664e-02
6.420418021278907483e-01 5.993930129109091565e-02 2.803385370022454803e-01 2.425981704618916628e-09 9.958756982250005496e-01 -1.160851134156975828e+00 4.968311068033379740e-01
6.839293163465877123e-01 5.649003031669092706e-02 3.319291004996969829e-01 2.063823760958776169e-09 9.931012614937143601e-01 -1.188824528440641570e+00 -5.288574063217199583e-02
6.926703964657984214e-01 4.011487123628747209e-02 4.025999223894894952e-01 1.753719603679912818e-09 9.597912173361335952e-01 -1.153556538350978045e+00 -2.208100077798259564e-01
6.190028960093282295e-01 5.493382720476056719e-02 3.726311790591370077e-01 2.047682905342517832e-09 9.868478268329007319e-01 -9.268992246667233648e-01 4.090838630174620238e-02
6.147782049680879934e-01 5.271677184337226346e-02 3.520761939237059268e-01 2.480063041662679883e-09 9.531947146858017472e-01 -1.218609803376805578e+00 -6.466861523953426616e-01
7.217764202929131123e-01 4.240323924863096533e-02 2.469622554339382103e-01 1.918455489903497367e-09 9.624403491543098710e-01 -8.563622725384891776e-01 5.617780553343920680e-02
6.524321489067057556e-01 5.318853665855543394e-02 3.855268202272762457e-01 2.001095999775648780e-09 9.936322616814403652e-01 -7.864111556358700517e-01 -3.006330834922195105e-01
7.236808692507997742e-01 5.117138937262052933e-02 3.039637816558973804e-01 2.109484309855660713e-09 9.333191801882951832e-01 -9.368887481203309608e-01 -8.742083816207302238e-02
6.850200236815314758e-01 4.909119087142514715e-02 3.287060254954953242e-01 2.290370886757320742e-09 9.720591296358765954e-01 -1.156659696101340451e+00 -7.460338327454315577e-01
6.081105742748659226e-01 4.764761403862569078e-02 2.732365027716255335e-01 2.494386311751305975e-09 9.372812884014924961e-01 -8.611818290938724196e-01 -2.820719518490633626e-01
7.323002642793490224e-01 6.067310676895158045e-02 3.666846855148687689e-01 2.335695366212468149e-09 9.848058242012939223e-01 -7.106089241073015872e-01 2.824514824063357743e-01
6.996424479476731628e-01 5.248039450362879110e-02 3.114138682717193518e-01 2.514269804704960086e-09 9.222352894123545530e-01 -9.345195700436212949e-01 -4.491453254739594669e-01
6.217859848984603754e-01 4.874864645334367474e-02 3.200368675661687257e-01 1.808406555117975002e-09 9.566256471007551498e-01 -1.009730644903815699e+00 -3.332219769876033633e-01
6.607327747138660445e-01 4.893839553505772988e-02 2.735960836171307253e-01 2.275571151802277441e-09 9.503412984605912328e-01 -8.667475847759504859e-01 -3.453201147212962563e-01
6.361102023627013269e-01 5.665217314502707380e-02 3.528998129338608014e-01 1.927074602650028874e-09 9.845990291480887224e-01 -1.089627073462255291e+00 -3.367950580653104597e-01
6.880547517115239708e-01 4.121768618721698835e-02 3.295202560004276693e-01 2.362996000028240541e-09 9.924460107547614651e-01 -1.107645118734411627e+00 4.179669019677252351e-01
6.552487069521670815e-01 4.350162340743594230e-02 2.768386444776164690e-01 2.448000662660431916e-09 9.510515078544171663e-01 -1.143269671142550514e+00 9.423425715783351198e-02
6.607811541938168887e-01 4.457551108032022785e-02 3.996820956517261880e-01 2.209867071705328700e-09 9.329238020653305430e-01 -9.208667234611518371e-01 4.022116378586690910e-01
6.837631320671201385e-01 4.906860218189658396e-02 3.416226212544091201e-01 1.960336776563074897e-09 9.544811049129982017e-01 -1.094425021306258961e+00 1.106088463899944641e-01
6.517193996120348443e-01 5.223173246276931886e-02 2.760031073952845526e-01 2.517549628504433116e-09 9.832691605751615604e-01 -1.063913557168140622e+00 -8.079744242716524472e-02
6.971185481817161467e-01 5.875769780897108219e-02 3.638266992301074088e-01 2.021908639444134464e-09 9.382511903675516685e-01 -9.549556850301235134e-01 -6.392631275026233739e-01
6.176168174955916079e-01 5.456568631396069291e-02 3.433571566625812643e-01 1.721781533110386682e-09 9.331796871910413849e-01 -7.876424167335723814e-01 3.071594142006464079e-01
6.832174603452394468e-01 5.052999212119277384e-02 2.391573243304556118e-01 2.227583334442540178e-09 9.437547486891506576e-01 -1.054823663123987787e+00 -7.536284574004721293e-01
7.045838177382215406e-01 5.568657800436306593e-02 4.017686406307469649e-01 2.259393852622971502e-09 9.515076630600042273e-01 -8.426198278193619551e-01 -1.133459438664397023e-01
6.309278891682704726e-01 4.870213626458462508e-02 3.851951530763633169e-01 2.491018664822668705e-09 9.585052254279526895e-01 -7.835082822576728834e-01 -2.515553309373315116e-01
6.699206651501036225e-01 4.165958805916309543e-02 2.911923239597196122e-01 2.284710152476379102e-09 9.889188354145691529e-01 -1.265448593295076085e+00 4.800200569913424253e-01
6.479494256245126316e-01 5.807456425055533555e-02 2.964546358068900767e-01 1.914290636775910091e-09 9.552015478930176995e-01 -9.998608849509061924e-01 4.824701240885347353e-01
6.252720436704702900e-01 4.382159368918446540e-02 3.600603415163107779e-01 2.095643822761196373e-09 9.826591935409905165e-01 -1.184887372689868990e+00 5.042504010286139593e-01
6.886743813761506683e-01 4.013835195647344478e-02 2.657090604450097482e-01 1.861318499392243807e-09 9.765787306615327790e-01 -1.179519323223888971e+00 -1.212496783090305508e-01
6.083255561230087594e-01 4.384026002847406928e-02 3.437749701326897056e-01 1.961996638192819609e-09 9.568090621948216468e-01 -1.183720472969471471e+00 -1.602996717077915800e-01
6.532189256500811059e-01 3.931011266150595540e-02 2.889729916545028532e-01 1.981608932484962783e-09 9.411812952679868838e-01 -8.958027554823844163e-01 4.800856320593238635e-02
6.744697207570806707e-01 5.335107655084825318e-02 2.386583305366923591e-01 2.263726859946432684e-09 9.878700372942479380e-01 -8.350304547855347259e-01 2.679637448495786334e-01
6.445436851452441829e-01 5.252031966309339550e-02 3.400205337429852981e-01 2.400305933153943952e-09 9.487041241563153315e-01 -1.148400157253890219e+00 -7.585115290865607207e-01
6.682777607044012580e-01 4.569251575726152731e-02 2.975712133985633501e-01 2.213355979357605929e-09 9.696869279637371219e-01 -8.807639007912761997e-01 1.903511327878562032e-01
6.271858526171194548e-01 5.977307072537495214e-02 3.643991041851690760e-01 2.236067314875851197e-09 1.003860848692153862e+00 -8.726404587580017802e-01 5.592727183119292622e-01
6.151639719152837138e-01 5.965139564983464038e-02 2.924833369048890908e-01 1.907970319897991009e-09 9.724977232411073924e-01 -7.174205927822323581e-01 3.125222904035207527e-01
6.102630802723741921e-01 5.260230370175873749e-02 2.524864238519806681e-01 2.236728478935188017e-09 9.994604771442330282e-01 -9.447408795837771711e-01 3.891565159311549671e-02
6.770085225954544095e-01 3.990821419164714695e-02 2.429499095831705036e-01 2.536267292041053370e-09 9.300592770660774944e-01 -1.307145516081298142e+00 -2.948837650240949126e-01
6.277065351745417798e-01 5.948766012875135456e-02 2.335825083487095832e-01 2.106945699941018634e-09 9.497926787667189119e-01 -1.181455328959340134e+00 2.771848030208006186e-01
6.670865721445935481e-01 4.780928350498423601e-02 2.864998555195530927e-01 1.791309285987606616e-09 9.828838586596196913e-01 -1.288380460133514260e+00 -1.842395762264495973e-01
7.318437518724931756e-01 5.236351965850909868e-02 3.023804717114645380e-01 2.184024053906960273e-09 9.458439982541613222e-01 -6.801514108790088775e-01 2.316905356226228729e-01
6.553597143226677080e-01 4.956094377317506183e-02 3.540242432502663794e-01 1.775155141130420642e-09 1.003746923999397911e+00 -1.169932038971711163e+00 1.361988139603652614e-01
6.622515087287519364e-01 5.625788725110561495e-02 3.344531090080604674e-01 2.174818484682561081e-09 9.414218649315096998e-01 -1.138285116316779311e+00 -3.156846340481991309e-01
6.630158301548023658e-01 4.901658221066025611e-02 4.045047997143721430e-01 2.457564452040435898e-09 9.984183588837954870e-01 -1.235875326074094005e+00 2.062540023805655709e-01
7.209595085454837404e-01 4.849074886887125291e-02 3.272686142731943137e-01 2.159868974240781365e-09 9.855710824523571389e-01 -9.689130531397875945e-01 -3.776589549688871839e-01
6.347555425818235397e-01 6.038723472789284119e-02 3.863891113892966578e-01 1.755322778002146722e-09 9.693634115480647129e-01 -7.169879663644194157e-01 7.634835090602920538e-02
6.585596842508737447e-01 6.050319553867725131e-02 3.374221352547254749e-01 1.739236909147955756e-09 9.647502997516405054e-01 -1.221288712427650136e+00 2.116995597896664805e-01
6.937964595496090014e-01 5.286303956305513779e-02 3.707248404833267674e-01 2.138166085126825092e-09 9.668223571848956199e-01 -8.493072023707013418e-01 -6.202826822149510866e-01
6.979226656540964413e-01 5.105015567996752657e-02 3.329477379019216698e-01 1.976049581036249485e-09 1.001010140989478714e+00 -1.270820787674094232e+00 3.804765267757967973e-01
6.263612510712752712e-01 4.088242267493414489e-02 2.513303959563645273e-01 2.381686467588943116e-09 9.617006444333211501e-01 -1.081484686589395672e+00 8.908307499303091959e-02
6.813889240448051110e-01 4.545216600531479939e-02 3.731387940559756089e-01 1.829691841793618367e-09 9.340261003184777699e-01 -1.135832920992597694e+00 1.290808540394243753e-01
6.946120209229865727e-01 3.959174503849537813e-02 3.899298850839777453e-01 1.786669209578803344e-09 9.908723989398473542e-01 -8.142410314448234043e-01 4.424730923338073829e-01
6.734352901928851720e-01 3.904931505767884892e-02 3.556448780367469920e-01 2.407775467507507962e-09 9.804664135337978204e-01 -9.281106298890619000e-01 3.174326451302771357e-01
6.588379802818551401e-01 4.446660493765600131e-02 2.715794424068033730e-01 2.392526005255695276e-09 9.412991979980050994e-01 -1.106476753946352920e+00 2.472804885014627807e-01
7.095026885944424322e-01 5.269633537006909035e-02 3.805638350759721344e-01 2.314712033314470020e-09 9.703252239136430646e-01 -1.001951934553901635e+00 -3.708221355285716281e-01
6.841612007225801317e-01 4.352999133951815369e-02 2.614069258742245383e-01 2.450904987285366506e-09 9.613024245147280267e-01 -1.135002668750051624e+00 -2.075944488391066045e-01
6.526547148109026475e-01 5.181477549205786709e-02 2.488219006292088364e-01 2.088012546210466924e-09 9.962880482627712864e-01 -1.042495158045195769e+00 -6.091023053526964937e-01
7.235868294574347992e-01 5.861989734318216044e-02 3.851003110130352125e-01 2.029160223025096899e-09 9.471341169632482293e-01 -9.902428070902473678e-01 4.143724864493441018e-01
7.115231095840597320e-01 4.162772219907566462e-02 2.849309224875712365e-01 2.421711794237565025e-09 9.346396452105834030e-01 -9.870069079260106459e-01 -5.237082470814089508e-01
6.283130072925550147e-01 4.711058236047641068e-02 3.517560248304274495e-01 1.846069315670868049e-09 9.176121103271187573e-01 -8.385701186899698900e-01 -3.316304044839537002e-01
6.260315125416829884e-01 5.348528040929350497e-02 2.610958503957984123e-01 2.039736591417455186e-09 9.445954047732130210e-01 -1.205004765636062736e+00 -1.273701341976472001e-01
6.429734181594979336e-01 4.205851285767373687e-02 2.558465370521053606e-01 1.846871995631830690e-09 9.545909826324481262e-01 -1.251852902027764225e+00 -7.124076138314761053e-01
7.194256314265434771e-01 5.696993969629480375e-02 4.062391104049363211e-01 1.701367158177263321e-09 9.475838773149758421e-01 -1.182626554242535599e+00 -6.593144563666007985e-01
6.826229487155082154e-01 5.344105010031637709e-02 3.980857226978862240e-01 2.100129350395538811e-09 9.750236091690495099e-01 -8.869600033186855192e-01 -9.598087391398135715e-02
7.078161095923299895e-01 5.070187701276538533e-02 3.987419365420092898e-01 2.170332163027486415e-09 9.343099240853910414e-01 -1.068594016432089511e+00 -5.265478614781528011e-01
7.274033697650875707e-01 5.129539659136520685e-02 2.618737881888095753e-01 1.732404228033985821e-09 9.688372401082069318e-01 -1.023336543326687442e+00 3.331996630024249839e-01
6.653380066911799284e-01 4.516529633516202374e-02 3.829951256679489657e-01 2.215472980826453563e-09 9.898148163507011210e-01 -1.148662632974861930e+00 -3.681257101190423264e-01
6.432420932726620189e-01 3.987649949264975013e-02 2.824496409204272918e-01 2.254194963392515244e-09 9.782913937224270162e-01 -1.099079288440953928e+00 -7.335620441864075802e-01
7.014384524839014645e-01 4.689748751076336375e-02 2.645604777306009847e-01 2.416737413836763030e-09 9.682921359946840001e-01 -9.602426621084418912e-01 -4.565679950943747900e-01
7.165345812832653039e-01 4.421400440922285124e-02 2.432726793372032015e-01 1.917437211638250774e-09 1.001851526138315629e+00 -1.314944363996822796e+00 6.831586546356593903e-02
6.725546049487499678e-01 4.482705539432237096e-02 2.857570595697405125e-01 1.887787705735363321e-09 9.202734616757386465e-01 -6.928049374296634255e-01 2.023814742783018872e-01
6.506159575293559705e-01 4.237057169334492585e-02 2.706945409462159224e-01 2.321097080790120851e-09 9.639153546021571595e-01 -1.118938432658201254e+00 3.744814105202229904e-01
6.447685702530402407e-01 4.532634697178437866e-02 3.194885236571605169e-01 1.798568140580659398e-09 9.303306662619650336e-01 -8.065607513764445624e-01 2.608421382978867165e-01
6.884140909805503972e-01 5.858488893287881749e-02 3.686277276167015948e-01 2.325727027700485663e-09 9.388928979234761885e-01 -9.629234151690122534e-01 1.778866012958213449e-02
6.089206121337802369e-01 4.399905102328770246e-02 2.393575350686274472e-01 2.325976110469027234e-09 9.873003302162633998e-01 -1.163254310657221069e+00 -1.975900997863377917e-02
6.641615563071689987e-01 4.640753190870041539e-02 3.322294971927878260e-01 1.898570863744949480e-09 9.773765004611129070e-01 -1.212308219277249188e+00 1.535346224850231422e-02
6.702069782530489794e-01 4.968437259298294495e-02 3.309507503739040901e-01 2.319966426697175577e-09 9.857852087014968845e-01 -1.324989016525945251e+00 -3.942155119582231304e-01
6.737245019606512564e-01 5.926039939657237743e-02 3.771774633648000696e-01 1.802420173013780448e-09 9.973653102784824087e-01 -7.419125677625528770e-01 -6.021605562981966475e-01
6.904850648862993490e-01 5.954755059201928546e-02 2.866704107863792261e-01 1.796470037754259720e-09 9.522748042728814699e-01 -1.256591797647737208e+00 -1.166114683915754346e-01
7.071731120340090104e-01 4.280649342541817393e-02 3.722134407873544104e-01 2.085266446434331142e-09 9.865960759230323340e-01 -1.311401551109633301e+00 -7.392622485978180835e-01
6.929702354795791441e-01 4.487452723794265602e-02 2.628029141776194733e-01 1.839595664260358009e-09 1.002107279034211373e+00 -8.840875569245250087e-01 -1.693098313707137592e-01
6.817713977182366936e-01 5.759026321288462924e-02 2.872595066674941133e-01 2.403468069307328529e-09 9.542636011734493273e-01 -1.191367577988139859e+00 3.237808097644856442e-02
6.156350589681278684e-01 4.717935454284886282e-02 3.465137166486925713e-01 1.893179638933400976e-09 9.599963902277355299e-01 -9.701480367404466953e-01 -3.040296127709776197e-01
