# h Omegab Omegam As ns w wa
6.704263509294885459e-01 5.063008548191110653e-02 3.569389031471033036e-01 2.329313564080970237e-09 9.421748530796003607e-01 -6.952780504712241516e-01 -2.249446961740719786e-01
6.821695472929564241e-01 5.267531141543727036e-02 2.754779057077468285e-01 1.824132318735316512e-09 9.316792266920216337e-01 -8.032564468720388984e-01 -5.236846579944977043e-01
6.424516762866928632e-01 4.896742318994190546e-02 3.403840165007727681e-01 1.749860236203992718e-09 9.598387337190663615e-01 -8.975541391618764298e-01 -4.263611930334386124e-01
6.396125998217156994e-01 4.321170887352553114e-02 2.598599598005884581e-01 2.096113524611462512e-09 9.470167202397031803e-01 -1.191184512778286519e+00 5.411117167065924161e-01
6.108411576588637093e-01 4.012302717055570012e-02 3.994147150120823109e-01 1.777017607250476495e-09 9.326622006577417467e-01 -7.019423634516749333e-01 4.530736749208030822e-02
6.773229742362232297e-01 5.711230068321208886e-02 3.049297875790983325e-01 2.045063760465331040e-09 9.252346341175960998e-01 -9.897480995965315387e-01 1.308182954324534908e-01
6.416131043276454005e-01 5.657907712599700989e-02 2.753112287412812220e-01 1.742243237895786041e-09 9.643626921757144643e-01 -8.210316020296332118e-01 1.210519649960407618e-01
6.381262789311104022e-01 4.530854563354479170e-02 3.906365731284207610e-01 2.474271324934474460e-09 9.706472755484095716e-01 -9.321986391423358054e-01 -1.209331339259048788e-01
6.511572655062070059e-01 6.050274581475888896e-02 2.360884100430101218e-01 1.788619405217183000e-09 9.896841133697213966e-01 -7.134793650153538058e-01 -3.230580037286983619e-01
6.305050280862513068e-01 4.695027210458704858e-02 2.660587046460161642e-01 2.531391333259462824e-09 9.624342981698434940e-01 -1.281838182885182809e+00 5.174221653393029641e-02
6.214495071328891562e-01 4.284157860643864058e-02 3.765642571020627605e-01 2.129123238442693680e-09 9.728057400350892392e-01 -8.407438440954095871e-01 2.247618581675412397e-01
6.287269295264086288e-01 4.487986025283498270e-02 2.509870567680453357e-01 2.303725685667365156e-09 9.857080334210236439e-01 -8.114824361667201114e-01 1.494580668764023956e-01
6.353565921769931402e-01 5.445808410110582892e-02 3.770068226650195031e-01 2.502914593257870663e-09 9.847805184583269256e-01 -1.217757876981186094e+00 -4.081374315078906689e-01
6.872134105620421041e-01 5.311890436595239490e-02 3.278280755622422493e-01 2.530397461743946670e-09 9.204049557802563841e-01 -1.317496808603901171e+00 1.157639852819239978e-01
6.850457025841212300e-01 4.415901864253562320e-02 2.793808571155452780e-01 2.451650410927150222e-09 9.468833343197181618e-01 -1.065521258724375642e+00 -3.211361500448250972e-02
6.203506883028273577e-01 3.972284970766682549e-02 4.035324727332501027e-01 1.872688148054531069e-09 1.001428078727390591e+00 -1.257983697936746248e+00 -2.795490026274224937e-01
6.583501771560383853e-01 4.868847713294460755e-02 3.177466695549158726e-01 1.946328256843681382e-09 9.313513682749120504e-01 -7.102450164865785620e-01 3.441825787495371713e-01
7.017833600171702324e-01 5.450090585429223644e-02 3.189770556873051111e-01 2.414321725159046281e-09 1.002586372340646514e+00 -9.919035344335915827e-01 1.056998600434382318e-01
6.493382351392461560e-01 5.366237415412836165e-02 3.315487002605257971e-01 2.224917810674099849e-09 9.191693948686721072e-01 -1.208017171011901869e+00 -4.419357000462509899e-01
6.603608380977025183e-01 3.914995032100394845e-02 3.265775474721663851e-01 2.491404135869312865e-09 9.516079842213862605e-01 -7.030166119300559346e-01 -2.979022533645662718e-01
7.251641083384472442e-01 6.003247625320321662e-02 2.724869619765580286e-01 2.091672638408078348e-09 9.494517449999212433e-01 -8.449165653670830389e-01 -2.755691337387137230e-01
6.642884222765862434e-01 5.056135252331784430e-02 3.353339530559983350e-01 1.787809500525094561e-09 9.403571993447408239e-01 -7.377645801721640639e-01 -3.253237299573493724e-01
6.479597802902536952e-01 6.065055587631408562e-02 3.493306524493830501e-01 2.463969306122775908e-09 9.576658072672318278e-01 -7.838616013503891811e-01 4.025899103697514470e-01
6.277780151607462722e-01 5.155404904056750531e-02 2.718221713121444227e-01 1.858877012664731545e-09 9.893231120064069906e-01 -1.004295977154175290e+00 -4.322365844346907626e-01
6.731329712045212021e-01 5.490180866677608906e-02 3.814793475882581886e-01 2.136988818896329921e-09 9.994911465684903629e-01 -7.176407779208600068e-01 -6.196104057849851632e-01
7.293429281648926565e-01 6.098087845759086328e-02 3.053765630114648744e-01 2.341734331219252222e-09 9.294639787783779417e-01 -6.816674078062077147e-01 2.055958359328010632e-01
6.346421217997695319e-01 4.139406455636451820e-02 2.814844680824136747e-01 2.022909959900961070e-09 9.385943617257558325e-01 -1.259605434018726156e+00 3.457954577041675304e-01
6.819702781591001628e-01 5.579464182170827680e-02 4.020904107037993613e-01 2.216798720390220512e-09 9.167470537820643361e-01 -8.932632772254555098e-01 3.195914979348202234e-01
7.231939365145046983e-01 4.690000669518954585e-02 3.470451518734818941e-01 2.243383787362891018e-09 9.782541369748916082e-01 -7.128001222550216509e-01 1.245513224276878494e-01
6.491079840170539406e-01 4.930831219803977206e-02 3.716097874554161185e-01 2.089407868268263006e-09 9.256846679922027255e-01 -8.486189122781608862e-01 4.895941643378933783e-01
6.078491115496922337e-01 4.742348770890692650e-02 3.442489855981475388e-01 1.739901262135811968e-09 9.539619657569222699e-01 -8.967874318334088102e-01 3.080468704339884845e-01
6.476232921449431856e-01 4.919730862464412324e-02 2.980346658657151426e-01 1.904232643993349158e-09 9.825932096323498621e-01 -7.849237203494069393e-01 2.093440539988766780e-02
7.200165583063382613e-01 4.029046864006898682e-02 3.249056433415725698e-01 1.707118508723547172e-09 9.210210165727986675e-01 -9.707128246925016413e-01 1.336460527227921746e-01
6.523595635549326310e-01 5.319456724558353777e-02 3.838842618193097911e-01 1.983031093826541673e-09 9.964195237435135022e-01 -9.820828991884559267e-01 1.111007797885503745e-01
6.772112984803883018e-01 5.892675589405891451e-02 2.353109200602252205e-01 2.475880758647455483e-09 9.463724840305841601e-01 -1.163674963804373075e+00 3.740483915297814210e-01
6.724199332748509450e-01 5.683962252195219611e-02 2.424310181384130292e-01 2.346177948012799935e-09 9.760447055501603186e-01 -1.125418708669590151e+00 -3.510584823636017648e-01
6.956156334992411594e-01 5.581112187811091557e-02 3.201499555014029053e-01 2.196737808524713834e-09 9.569897087479627418e-01 -6.840818714332820294e-01 -5.021439993639544852e-01
6.786830017645409940e-01 5.531375171604767382e-02 2.757080066442276212e-01 2.280548563485247078e-09 9.991712146342015544e-01 -1.252891495003524813e+00 -6.244340147718258072e-01
6.714022494293429011e-01 4.955910867160832900e-02 2.950198601923049724e-01 1.794933858806613869e-09 9.720751303124466336e-01 -6.914323021334833896e-01 -4.235435473614124202e-02
7.297827760274036013e-01 5.694963442946766874e-02 2.330259640327133619e-01 1.852441184934708019e-09 9.731877824223170714e-01 -6.830506392198335552e-01 8.023632920942325164e-02
6.854767090683006048e-01 4.447351187230023234e-02 3.363247727444147461e-01 1.881542951265622121e-09 9.238074581354237536e-01 -9.047459229069176878e-01 -6.166350588903914964e-01
6.729205454687882115e-01 5.962071744150504449e-02 3.262122250721480876e-01 2.081869278026504291e-09 1.003096041686553974e+00 -7.362061458065093378e-01 9.232410492255838097e-02
7.113417290926735692e-01 4.776427990671629209e-02 2.902899134897923283e-01 2.255708767911751483e-09 9.884886345884603687e-01 -9.285626649031148983e-01 4.434908862104676164e-01
7.088739944321974518e-01 5.881916792088062035e-02 3.991559596298831503e-01 1.729451437058833045e-09 9.844352138499860017e-01 -1.307372260964964283e+00 -5.582578521825670714e-01
6.866003217140348447e-01 4.048896005441952883e-02 3.594417713600702724e-01 1.906767819251076702e-09 9.307048198388332416e-01 -1.106417075032054553e+00 -4.494417416220347627e-01
7.183320930022704109e-01 4.228786924761170074e-02 3.598708920338538619e-01 1.683898972897921096e-09 9.724074089963680168e-01 -7.184918960136857935e-01 -2.440588469650279979e-01
6.059872968153358075e-01 4.912034693018353659e-02 3.233600847583281146e-01 2.516712368901641560e-09 9.182911818846124508e-01 -8.989909825703377155e-01 -6.443137217846486298e-01
6.891205780534586101e-01 4.344798685355623358e-02 2.703806092432438080e-01 1.757962427095602674e-09 9.810045544631365022e-01 -7.233588455036829012e-01 1.189274273212559407e-01
6.495693032256453225e-01 5.421091703359058600e-02 3.319844953087601191e-01 2.287353018742147571e-09 9.955065838073443585e-01 -7.493691847339390977e-01 5.881213684421537913e-02
6.626977742077149180e-01 4.806305615151396787e-02 2.917985936069341091e-01 2.472403417044822192e-09 9.276330135573807034e-01 -1.291590418245843530e+00 -5.758661337759551913e-01
7.042184633830672613e-01 4.104366197495001867e-02 3.670416075826022362e-01 1.804867563463417303e-09 9.630869849212982947e-01 -1.303189848010656959e+00 -1.066759747289198756e-01
7.146463424691211763e-01 4.428699772447598770e-02 2.845840494321595360e-01 2.253361758672884396e-09 9.367795333204256281e-01 -1.243712982511868681e+00 -7.042775103490706012e-02
7.279895983640277679e-01 5.358044634061297218e-02 3.627706313989119136e-01 1.963166635595831799e-09 9.631763392997159112e-01 -1.022193707667226725e+00 -3.604286166764248400e-01
7.066004816637495578e-01 5.818201851936583013e-02 4.049328035843270945e-01 2.015488746822203336e-09 9.573549222743424902e-01 -1.195720159065659427e+00 -2.703983545563604096e-01
7.159879648663858287e-01 5.266834429928891198e-02 2.667030818081015386e-01 2.229834561208284628e-09 9.673615158424240246e-01 -9.937715152147945652e-01 -2.018266443091429885e-01
6.074842978218155665e-01 4.170037826444136786e-02 3.525035469975192348e-01 2.195361819382008398e-09 9.317935090956142030e-01 -1.006588250545235930e+00 5.574906056807009680e-01
7.295817665066615110e-01 5.731781167606585237e-02 2.585571230227082240e-01 2.131571925890993570e-09 9.392276977074690558e-01 -9.050237296611227666e-01 -1.439362398125156872e-01
6.686008801631218024e-01 4.294752614106553401e-02 3.829427879821926117e-01 1.813965923033435620e-09 9.226330282205118527e-01 -1.265672851818974598e+00 -2.446913382658204572e-01
6.450053211454834790e-01 5.252463949034218149e-02 3.279870839966064766e-01 2.470895327000418000e-09 9.931552376237759994e-01 -7.820563135242283304e-01 4.265892266928559273e-01
6.782049455179578468e-01 5.352933189765020361e-02 2.552714604799161124e-01 1.927010485327354180e-09 9.424809580897323125e-01 -7.508452107505080297e-01 -4.354333510522684358e-01
7.277193846108759301e-01 5.910516344224630431e-02 3.275870321972668697e-01 2.175365703573964097e-09 9.312167342146515647e-01 -1.115945119335251645e+00 4.102695024770630638e-01
6.939264543034309174e-01 5.285987343817983436e-02 3.224592445828994847e-01 2.116934253690024753e-09 9.281478357107700861e-01 -1.211413463723683748e+00 2.153445741783827083e-01
6.409492750469194533e-01 5.691671557505550982e-02 2.556549808624428155e-01 2.309456111104002649e-09 9.762608399405612314e-01 -7.113693458901262368e-01 -3.416584553181922779e-02
6.401332486237052422e-01 5.220999739858465938e-02 2.696168013335024094e-01 1.771009090055113543e-09 9.262779389857571655e-01 -1.309707998727749567e+00 2.018966318218863298e-01
6.289676812695828012e-01 5.288026922309533445e-02 3.246153195697909499e-01 1.733567567017998353e-09 9.610789231710255009e-01 -7.218089302483803316e-01 -2.156208704982895963e-01
6.613766965330006853e-01 5.737993348096737806e-02 2.543396702454611136e-01 2.362245937424887382e-09 9.526678707629433474e-01 -1.200126531827032439e+00 -6.183970574844877000e-01
6.934730695329704986e-01 3.989472860064974258e-02 2.952265747901683390e-01 2.504603448721061808e-09 9.372000686792112401e-01 -8.790874189014026285e-01 -6.038119663680063809e-02
6.418762751761393215e-01 5.416474092880367575e-02 2.398258689480656514e-01 2.380691761460806296e-09 9.753016667170328891e-01 -9.407266550141215600e-01 -6.623605255071539633e-01
7.013948652815258367e-01 4.467785848148084910e-02 3.800557603126160089e-01 1.842218253772198090e-09 9.716771098147650720e-01 -1.062535274342776725e+00 3.763447967461335253e-01
7.237031608909553215e-01 4.054279521581365814e-02 3.034437684000234059e-01 1.845488974675506028e-09 9.274881954220578484e-01 -1.213299640804209156e+00 -1.037641070499132345e-01
6.634600159518423412e-01 3.998989133780899569e-02 2.953683006492782703e-01 2.430333453062922511e-09 9.738750471069087533e-01 -1.124036534239146734e+00 -1.568099157235728347e-01
6.240520930949551293e-01 4.551636326451226344e-02 2.691841348531075484e-01 1.922451199613390758e-09 9.405449306063939918e-01 -1.306905465352001361e+00 1.536329092876219660e-01
6.334261968343890548e-01 4.865822997302834962e-02 2.704908642433663801e-01 1.671552706840332558e-09 9.891783446538193747e-01 -9.233071122386700136e-01 1.631972180278870033e-01
6.913082333238734778e-01 3.995933982535462836e-02 2.528314852588007811e-01 2.479252008548674552e-09 9.305804449693253488e-01 -9.201328614149415497e-01 -7.395068295622466703e-01
6.356098141710858629e-01 5.281357697012577929e-02 3.985147015899843104e-01 2.039944322770733797e-09 9.743362501659826869e-01 -9.120339917107405103e-01 -3.765745164704088488e-01
6.442180214731584309e-01 4.924805619358525038e-02 2.600944594620567818e-01 1.773171901062396218e-09 9.304470350845525095e-01 -8.640357787379351340e-01 2.955135431132291934e-01
6.460722245118036833e-01 5.107464535005924733e-02 3.644385115510202500e-01 1.736611119546129398e-09 9.516869589360640314e-01 -8.378793464023956972e-01 5.540982260076274812e-01
6.815959220422186382e-01 4.778935481933745122e-02 3.340735849736161667e-01 2.099378714723120322e-09 9.313893332852053453e-01 -1.263576036546793624e+00 5.019107993049130023e-01
6.948257905456861616e-01 5.245263433606894843e-02 3.565022494534623720e-01 1.981288464073512609e-09 9.942556898342995719e-01 -8.841984911320333040e-01 3.860500947998819488e-01
7.024339234063340376e-01 3.927489830681926697e-02 3.918929275799615253e-01 2.086361782654320314e-09 9.454133947415673811e-01 -7.149398355729285059e-01 1.172215580057758277e-01
6.512202887161870901e-01 4.360901894090748326e-02 3.848420593033040626e-01 1.913265730591711817e-09 9.741365349531234674e-01 -1.077628169339555742e+00 3.289415068835641609e-01
6.755132346039625091e-01 6.032411438227270467e-02 4.010885176631190374e-01 1.969106105893912122e-09 9.464916915165122457e-01 -8.358977234972717607e-01 3.955373590396467076e-01
7.194863319265208945e-01 4.509830428496036658e-02 3.072423104091690504e-01 2.005926619940432406e-09 9.488903633056742226e-01 -1.277713818570338056e+00 9.999459811198063708e-02
6.051330503821484852e-01 4.606410604128097913e-02 3.797640688123594677e-01 1.983850064553858182e-09 9.850023011266146877e-01 -8.514184902905252983e-01 -1.752975351778908175e-01
7.236338258723837846e-01 4.478016149898792625e-02 2.534540876244746332e-01 2.267336119287247245e-09 9.459715525383112222e-01 -1.201874214902339366e+00 3.944423353148975853e-01
6.887637174351174396e-01 4.071522700870714578e-02 3.240191269769878701e-01 1.976188884225346880e-09 9.474306917320300947e-01 -9.520461477474908563e-01 -3.042522551465649538e-01
6.753825213409994088e-01 5.900526138193217668e-02 2.380218384436560142e-01 1.772300462967313116e-09 9.839069588292329582e-01 -8.226955566652892626e-01 4.190434759494319206e-01
6.953176449882405574e-01 5.125595734161974421e-02 3.664450714541994669e-01 2.036126870258668884e-09 9.943309280618195523e-01 -1.156610002701500717e+00 1.059580089040749185e-01
7.100059452699931661e-01 4.674220476827518900e-02 3.011704480829138220e-01 2.290557327797129825e-09 9.382469308552153775e-01 -9.162233475236062352e-01 -4.578576367552280590e-01
7.348442279792737342e-01 5.345659405340465187e-02 2.588918266289358394e-01 2.372839288673012241e-09 9.738386932507443472e-01 -8.497186722867343667e-01 -2.003043078129386201e-01
6.590405854417844544e-01 4.332357251613958710e-02 3.049982819946947532e-01 2.365598987334500254e-09 9.555455085410252680e-01 -1.067396550944250899e+00 4.342422756730257571e-01
7.304983435836078787e-01 5.747458080250639895e-02 3.780875716981096368e-01 1.799730677077852218e-09 9.875358927217402494e-01 -1.206064780491703958e+00 -1.162184999912363459e-02
6.873342981626238135e-01 4.308413650308965531e-02 2.517845035745933102e-01 1.891611332161425604e-09 9.867613839701612211e-01 -1.301615222944375594e+00 5.202641262111995513e-01
6.281449582984053315e-01 5.405317088857733432e-02 3.631398553201068413e-01 2.514467810383204104e-09 9.339674900799423973e-01 -9.277115118154847240e-01 2.349533920556090560e-02
6.644836674911412944e-01 5.521131723775316025e-02 2.341088708898534099e-01 2.024344222072960360e-09 9.939405145681879938e-01 -7.280914002562077769e-01 -1.763747433842629553e-01
6.860282822504091271e-01 6.083398933893915950e-02 3.748467357555643753e-01 1.937430508146595954e-09 1.000727718986548442e+00 -1.288094208908085792e+00 -4.923957631125524537e-01
6.685279477923812275e-01 5.801743276217052880e-02 3.336978638950947040e-01 2.378105707055214156e-09 9.408954394364138496e-01 -1.009355543495864316e+00 5.170001733936118171e-01
7.326050861328314845e-01 4.151550879698750335e-02 2.956976235518266605e-01 2.112432439792202745e-09 9.384379257182402512e-01 -1.117904314089291917e+00 2.783716685677612990e-01
6.410799991918540996e-01 5.796788832566582284e-02 3.109894535673067839e-01 2.067891312835590675e-09 9.563658389815437033e-01 -8.607794655866110034e-01 -3.557589852021019183e-01
6.647315951257004585e-01 4.358626484121340405e-02 2.973234675708060215e-01 2.439503993956725705e-09 9.278004933799193221e-01 -1.179956989663004663e+00 3.228130372418425154e-02
6.271715988202745118e-01 5.600555485916480086e-02 3.563567143967803497e-01 2.318565585585886513e-09 9.797909787417697913e-01 -1.238134901868490179e+00 4.637433904368826187e-01
6.834533736164409845e-01 4.747121939283641123e-02 3.516923226639638855e-01 1.700836546665830815e-09 9.795468166424137202e-01 -1.049307797091586281e+00 1.687933703299899779e-01
6.940779288428557958e-01 5.021747816247099094e-02 3.107863567884338596e-01 2.056926410406589238e-09 9.590376864264150703e-01 -8.352945726118630176e-01 -5.524435307106474458e-01
6.244478707214901059e-01 5.156581347714644242e-02 3.138702405057724465e-01 1.796701516381414408e-09 1.003503739022831853e+00 -1.150642744215119917e+00 2.761871849275743251e-01
6.433456666120271894e-01 3.944403961983791729e-02 2.429176466357843012e-01 2.395403015379077963e-09 9.287676613299774564e-01 -9.941720555835960038e-01 5.029117715469337835e-01
6.132557943002016065e-01 5.639776790560298292e-02 3.162846258280926359e-01 2.438939749717127577e-09 9.534079802293181638e-01 -1.164641204312742095e+00 -3.376260034997164983e-01
6.811581679371107034e-01 4.225072768111456933e-02 3.646338493500981270e-01 1.931071622136292998e-09 9.266375348953301838e-01 -1.134190392386292823e+00 6.865355820207608151e-02
7.148702680400772502e-01 5.754290779732075534e-02 2.515426734802591047e-01 2.320324283091070289e-09 9.321669038677989905e-01 -9.746468511068493434e-01 -7.435135072691795299e-01
6.279978293434654857e-01 5.446271180045569871e-02 3.902739988212248767e-01 1.919188992394183413e-09 9.669815135621246949e-01 -9.190748247589006770e-01 -7.505738015858156587e-01
7.254615539394321244e-01 5.621866429024725831e-02 2.486294303486766277e-01 2.317937610578374883e-09 9.926756014818058915e-01 -1.165900597892746804e+00 -7.248962714493425441e-01
6.957502117658007634e-01 5.099999103463480343e-02 3.178985393955339189e-01 2.310959690754385115e-09 9.202893720248023213e-01 -1.093128717607043443e+00 5.102591059880376978e-01
6.527868208724276755e-01 3.910612212927834508e-02 2.405877217316673977e-01 1.820542616315361484e-09 9.839810425528531246e-01 -7.298572184599623203e-01 4.699224292064640984e-01
7.286850429736750900e-01 4.000127907971659513e-02 2.532618942842603249e-01 1.897731015576060049e-09 9.925557468086864121e-01 -1.285963887133427797e+00 -5.559434232684027366e-01
6.225689161317543574e-01 4.782949894522355722e-02 2.963776410600553746e-01 2.164797980976411757e-09 9.404189746600728483e-01 -9.221125714127106354e-01 8.065413850812941376e-03
6.422551716450585202e-01 5.616992098904262376e-02 3.399242652711688129e-01 2.049517913732253986e-09 9.332867946358417433e-01 -1.059158779564317143e+00 -7.320162284101484618e-01
6.330357907100465642e-01 5.673630283160809029e-02 2.888223700265266647e-01 2.397675908251296464e-09 9.937446950560436809e-01 -1.164372201546195251e+00 -6.057447109782562178e-01
6.581921264330304888e-01 4.174547422840408500e-02 3.254372640228355706e-01 2.240227479783773096e-09 9.295929019151485395e-01 -1.272180810331712486e+00 -4.661318386178270323e-02
7.230143804582443989e-01 4.986223433576102843e-02 3.333452178730516580e-01 2.373597424967557727e-09 9.658811069849984055e-01 -1.296694164656634340e+00 -7.157452627093037201e-01
6.764260853850551092e-01 4.260899669792856531e-02 3.059093244103563980e-01 1.768883298348849491e-09 9.476737701891334575e-01 -8.320365298866899684e-01 -1.939394257741133831e-02
6.452292154190230056e-01 5.079886776271593657e-02 3.068635791800012891e-01 2.518205629302228388e-09 9.949155114088223950e-01 -8.467842146840760531e-01 -5.051651419645877272e-01
6.213132429825537484e-01 4.336650169729479309e-02 3.308465350924998383e-01 2.065040250221165568e-09 9.536156807884591524e-01 -7.933430478938143793e-01 3.055820609079273886e-01
6.563950304095153010e-01 6.018310362371416533e-02 3.021690542832628501e-01 2.103166877045324547e-09 9.234232483572645256e-01 -1.005383499135725778e+00 1.226015325596692129e-01
6.466794525604433463e-01 4.658346818519215615e-02 2.562029865332567935e-01 1.945660608639682569e-09 9.208689795060441829e-01 -7.094976441746290163e-01 5.437320734221389174e-01
6.548007423173246577e-01 6.016190796638538202e-02 2.321166711624037815e-01 2.047898653332110893e-09 9.970499201433986602e-01 -8.313174043674493863e-01 -2.542490426813706073e-01
6.858944194894510682e-01 4.939060351027822759e-02 3.118824082206674841e-01 2.459404970023137502e-09 9.551652399373404823e-01 -1.016327247328527417e+00 4.841314071236535455e-01
6.992407053554972052e-01 4.268057972493279756e-02 2.932299993051619702e-01 1.723194522082795490e-09 9.498126983139576485e-01 -1.210175311216549643e+00 -7.031297564009773016e-01
7.060157734625037707e-01 5.386148751192233741e-02 3.935547616797672177e-01 1.807645286218364503e-09 9.754024340914451141e-01 -1.110671867403233870e+00 -2.624054648411142665e-01
6.072164102155559462e-01 5.821825265992688209e-02 4.026322306268423357e-01 2.250276885772725129e-09 9.636797546696207473e-01 -1.329680294019262909e+00 -5.728304849248655461e-01
6.640245087619016662e-01 5.668409228076864981e-02 2.473228250679316009e-01 2.354135870448046004e-09 9.981464922290722575e-01 -7.338735055549988617e-01 1.655405540857164404e-01
6.065530935681114899e-01 4.648240176485333303e-02 3.475060951026638367e-01 1.939784416459244639e-09 9.889606351914201898e-01 -9.996307644187283348e-01 3.086023810317655158e-01
6.477577433789819539e-01 4.352349248502306728e-02 4.039795888727014672e-01 2.177962337646546538e-09 9.337810653239326797e-01 -8.617491786750575145e-01 -1.700396753092148217e-02
6.746175085397951854e-01 5.471524190048396297e-02 3.366717877931564296e-01 1.691465024794529802e-09 9.566626450044012353e-01 -1.265765942480411965e+00 -2.122912885719563381e-01
6.361812293364719206e-01 4.708630887882508942e-02 3.932104045369828049e-01 2.328011033216250219e-09 9.606981133355836366e-01 -6.904401217563346238e-01 -2.195168064604766656e-01
7.046389943149126145e-01 5.431315768232822250e-02 3.395129397980338193e-01 2.141639907444325276e-09 9.614861981946001279e-01 -1.049036263846750083e+00 -1.283910483387541435e-01
7.335662048981794747e-01 5.956162632397386802e-02 2.643705056377442242e-01 2.538090335644824732e-09 9.264103647450483425e-01 -1.289143521788145286e+00 7.929515498227146519e-02
6.925664657331275231e-01 4.039843237874702481e-02 3.826311096243744103e-01 1.882864816569195427e-09 9.511206305002628536e-01 -7.524794074847085401e-01 1.903956523990418814e-01
6.049665744820231783e-01 4.892743628496615260e-02 3.678074513777509491e-01 1.708974818856056475e-09 9.894954878865016568e-01 -9.514029501491112484e-01 -1.342694419437782116e-01
6.571737244962159163e-01 4.204459874315568529e-02 3.165092625943928817e-01 2.027326430243595889e-09 9.547497260040629374e-01 -9.986359177661858766e-01 2.581002194811099493e-01
7.267400704164150849e-01 4.248083558013528160e-02 4.006052213932650985e-01 2.051795807176138602e-09 9.322247355579398320e-01 -1.140843055906992198e+00 -7.544115325022535679e-01
6.961399446440075245e-01 4.662263615305178854e-02 2.790308665003945476e-01 2.061353521220357431e-09 9.809991489898742811e-01 -9.109123924186677268e-01 1.711458220883511627e-01
6.884329685562844414e-01 5.508898103029297166e-02 3.734481510342444466e-01 2.273599781319776117e-09 9.966843150115893835e-01 -7.855992718811730668e-01 -5.520825914675956403e-01
6.971224556224094870e-01 4.339037057344473369e-02 3.719277899787898356e-01 2.390909407481960913e-09 9.800432284843607622e-01 -8.494534772784574361e-01 2.648120037386523240e-01
6.673579382518973757e-01 5.933625571662640846e-02 4.055540455822586599e-01 2.292011410415657537e-09 9.508588307962875241e-01 -1.091623940551036842e+00 -2.778497725855041400e-01
6.311905367925018107e-01 4.516997506893772468e-02 2.356967977941288039e-01 1.956622304879975309e-09 9.907393118234263385e-01 -1.149272888416212890e+00 4.170715910314455321e-01
6.928450623533629615e-01 4.251542230162883712e-02 3.117254756438199159e-01 1.883879608311056041e-09 9.477103316767728769e-01 -7.679571817902124398e-01 -2.567185458668186371e-01
6.175006283454106404e-01 5.804342911503741070e-02 2.604739073136523309e-01 2.200249965342896014e-09 9.181197955335812511e-01 -8.076377090845046069e-01 3.822662484251064807e-01
6.691590379146731271e-01 5.681417567097675481e-02 3.809711710014007657e-01 1.911772078075733533e-09 9.546841266266739012e-01 -1.036625560232927734e+00 -8.087752381668167345e-02
