# h Omegab Omegam As ns w wa
7.017071928226478184e-01 4.732108189143623828e-02 2.835503931229837460e-01 1.860007362119854940e-09 9.866211106331143066e-01 -8.409005627617635037e-01 3.247327350879103403e-02
6.716666211966029199e-01 4.815904174142791178e-02 3.626741537900499690e-01 2.328798933407025889e-09 9.383788181490345659e-01 -6.893499113854713034e-01 -3.930301347691311786e-01
6.846364994265441428e-01 4.721630292898052611e-02 2.567438622644362956e-01 1.691815443550332612e-09 9.434563523905200588e-01 -8.856953606067197171e-01 -6.397722935346732420e-01
6.620849767572758449e-01 5.549417870152797277e-02 4.024758243556886828e-01 1.951994766155458020e-09 9.263538492657591439e-01 -8.784647169188810611e-01 -2.698014527270575780e-02
7.137531927174569635e-01 5.298618201998198801e-02 3.705200706778789543e-01 2.251801289587758181e-09 9.994842984226992577e-01 -1.239757332116537158e+00 -1.268041371637359527e-01
6.223438588722323139e-01 5.309631913591891794e-02 4.044805094537201606e-01 2.517531853660198380e-09 9.717756230638175952e-01 -1.258894219485708232e+00 -3.906999566104519261e-01
6.572633250326169740e-01 4.956818901802269306e-02 4.057760051076869656e-01 2.383104760892420222e-09 9.517550066128325215e-01 -7.636727731086692117e-01 2.981409786341766566e-01
6.117054472112334329e-01 4.136064410607054320e-02 2.564091938296776951e-01 2.440013052103597923e-09 1.002616349964939202e+00 -1.186410001520174395e+00 -4.723659583019599317e-01
7.228393275444642274e-01 4.250172456230744827e-02 3.792012831602407652e-01 2.066880120158920750e-09 9.287564599268807175e-01 -1.013997290328230383e+00 1.861645222038216252e-01
6.819302152818342844e-01 4.120769305093899271e-02 3.240610239855078456e-01 2.405367336138939356e-09 9.479331201354687098e-01 -1.134289730900166271e+00 -4.530391096380383953e-01
6.297986716001586771e-01 5.344819980262514869e-02 2.954207829931347340e-01 1.872602986884170493e-09 9.690238719014294677e-01 -8.824784035598611798e-01 -5.004286237359547584e-01
7.145292266779985635e-01 4.793306383689650146e-02 2.987659203742064062e-01 2.366765093312698638e-09 9.562142767832494394e-01 -7.602441438752398639e-01 -5.105022663927480941e-01
7.299518677580307813e-01 5.989287777997752416e-02 2.895490567185701192e-01 2.473589372961810989e-09 9.286302302859047453e-01 -1.197589147387592590e+00 2.757553412717270724e-01
6.666199375339139088e-01 4.852409209551677982e-02 3.493411382801165921e-01 2.081001115977743876e-09 9.733200557762657912e-01 -8.285868452665995365e-01 -6.325113715167894890e-01
6.693111030745877432e-01 5.418513987007249344e-02 3.223546866646187503e-01 2.352944221465721988e-09 9.482806867016283503e-01 -1.242173449443866984e+00 3.895075336748821115e-01
7.200909015021659254e-01 4.444538419082515179e-02 3.376650220046981121e-01 1.697143615069493789e-09 9.254123343334054175e-01 -8.998568144634879751e-01 -7.548907901982226942e-02
7.353942149223117175e-01 5.141723309358046945e-02 2.571226112238227390e-01 2.399630108068090923e-09 9.644317250013667575e-01 -1.114009210783566406e+00 -2.259127827435006841e-01
6.185392422481290620e-01 5.368170543763688823e-02 3.936129025658350877e-01 1.904909011674783617e-09 9.581043793179094825e-01 -9.618364035894770847e-01 -3.078485389966775787e-01
6.854222822129116821e-01 5.192857915506303434e-02 3.494656577931108954e-01 1.963864826364086350e-09 9.838677894417597880e-01 -8.111206560719053105e-01 2.633842582502992080e-01
6.180540084936518852e-01 5.386847286823998049e-02 2.484888444155695097e-01 1.693439490754295970e-09 9.684077395690937617e-01 -1.168056488038733409e+00 -2.199219620539645259e-01
6.461800238395538631e-01 4.647396401273921895e-02 3.844662836257887739e-01 2.058153481472994187e-09 9.497782318752736597e-01 -8.397740869531391539e-01 1.375346254361775600e-02
7.250829428901367502e-01 5.654024605677285265e-02 3.432099342258587704e-01 1.893765467858022886e-09 9.243383042254221804e-01 -7.608534056613134311e-01 4.364454557736623386e-01
6.767965539479301462e-01 3.923662796951756654e-02 3.580523710738512388e-01 1.711170967581433258e-09 9.407261913071846005e-01 -1.318568069070779503e+00 -6.682234824315920196e-01
6.137602947672740061e-01 5.260086944500392409e-02 2.419642762498771527e-01 2.379977274485916602e-09 9.203222119668812429e-01 -1.217137828755652906e+00 -1.350666888853642167e-01
7.314641214843715655e-01 5.798730305675745683e-02 3.072541460603831487e-01 2.509590038113843730e-09 9.795800059934991477e-01 -6.762557680339981170e-01 -4.460384843326538618e-01
6.732497643161952094e-01 5.050247224893049391e-02 3.210787615077118629e-01 1.865290094296025444e-09 9.344983715944498170e-01 -1.162845356029819976e+00 -6.244160299717218532e-01
6.877936785765140781e-01 5.576559115003672934e-02 3.388437388470315059e-01 1.769631364895119288e-09 9.731566823758809326e-01 -1.169184263752727437e+00 -8.934517965785371274e-02
6.646924409135819278e-01 4.194055481238651018e-02 3.342397059178134344e-01 1.721026321547052890e-09 9.208389379237189587e-01 -1.109658448759852645e+00 -7.494090779139572778e-02
6.472911275281635346e-01 5.060947236021165474e-02 3.515534255484935033e-01 2.008874668290250173e-09 9.293219492147036798e-01 -1.132097988651220355e+00 3.481156393533895166e-01
6.341724388136110724e-01 5.159223184805133977e-02 4.010307593656162184e-01 2.337397340653867201e-09 9.656849043935800125e-01 -9.151978466272477908e-01 2.603166156745957416e-01
6.224891149260589618e-01 4.127752351311943929e-02 2.356254167550717871e-01 2.484786963329553093e-09 9.304596482913467526e-01 -1.303639190357492650e+00 4.197807982412244954e-01
6.507183342467020015e-01 5.734407266146847315e-02 3.216080691379304968e-01 2.398959465149017157e-09 9.570567008529589081e-01 -1.238308062237853724e+00 3.883132632953170127e-01
6.052118177632701546e-01 5.528189244737007763e-02 2.414154377667049600e-01 2.469492150305565670e-09 9.427183627773920715e-01 -9.381611951683299644e-01 -7.089321700212104505e-01
6.584417533790367649e-01 5.298280685908134807e-02 2.947880423505861436e-01 2.138446019982423494e-09 9.900547167873151588e-01 -9.607203182528192276e-01 -5.844764435323090979e-02
6.935397141823714806e-01 4.288405700457820213e-02 3.457331409242754838e-01 2.354562623040013937e-09 9.966185502853184275e-01 -1.112071279429741821e+00 3.016316888414594111e-01
7.234694928891275412e-01 5.768860176168490866e-02 2.493800272531810913e-01 1.980845699872449281e-09 9.453620471624758492e-01 -1.105607623117458971e+00 8.397042483256900169e-03
7.150238832127059352e-01 4.848492869450976572e-02 3.067062118114834979e-01 1.845420591521504402e-09 1.003785168531632355e+00 -8.898480135720513440e-01 4.049407528112547450e-01
6.805223419831862852e-01 5.486731315760621369e-02 2.523995960838765207e-01 1.989586667687759912e-09 9.814084841703402118e-01 -8.517162914544014196e-01 -1.071857608703525866e-01
6.648170300281436296e-01 4.219059862239899622e-02 2.709931470118100982e-01 2.019354229888091236e-09 9.297299949194748336e-01 -8.740178549631606453e-01 4.538373090859297854e-01
6.793263293197325803e-01 4.667098985127314525e-02 3.864410848969781487e-01 1.816916616379357466e-09 9.233734599201982585e-01 -8.306990695012768100e-01 -4.421302464921339492e-03
6.984082195513849900e-01 3.991163930330554610e-02 3.846524898739834830e-01 1.897223938748838829e-09 9.238147035004822261e-01 -1.037925116152949911e+00 4.928874235108282598e-01
7.103176198603780023e-01 5.153806432536710280e-02 2.614764422878725347e-01 1.998319501974660063e-09 9.540393980016532716e-01 -7.130250231142704065e-01 -3.960038408540250687e-01
6.764388376433991823e-01 4.555938357821204959e-02 3.984496234506416101e-01 2.054009376075486822e-09 9.845072173959078521e-01 -9.941875006859827169e-01 -3.529799029372322483e-01
6.515508235327271969e-01 4.980644614176710228e-02 3.152968786362666531e-01 2.248431648247267115e-09 9.195645691948767242e-01 -7.592639318680265426e-01 5.082072784645086383e-01
6.834488458894136809e-01 4.966270629226295086e-02 2.363374793857302703e-01 1.903198713954106183e-09 9.258080296751248772e-01 -9.494143927036042818e-01 4.724763367491231492e-01
6.886143708232316252e-01 5.713083878918408937e-02 3.318578734274053588e-01 2.103920686981032179e-09 9.759857727030193386e-01 -9.851362117568009946e-01 3.367744785131137064e-01
6.302008815559791977e-01 5.600802988716270525e-02 2.409561837540439011e-01 2.321246541120421016e-09 9.288472059307062434e-01 -1.012773316668311940e+00 -1.975276473798800447e-01
6.861041513547915249e-01 4.462112341516677461e-02 2.647445286948183485e-01 1.883685228793610621e-09 9.546259524010121122e-01 -1.254460052260434111e+00 -6.300976218591576306e-01
6.113587990389809379e-01 3.901698641170128767e-02 3.401902045710793465e-01 1.851422084390410784e-09 9.610833720635112432e-01 -1.025163756442657448e+00 1.511832680989170230e-01
7.230313999015777204e-01 4.487551190929240513e-02 2.349274211931193512e-01 2.261059034424869167e-09 9.804096633633873070e-01 -1.175964977494017738e+00 -5.365233966400485555e-01
7.037514955066450639e-01 5.041093236467426852e-02 2.509265321064535481e-01 2.164223464628137054e-09 9.695489316115390999e-01 -7.104093871944888727e-01 1.581283191761277962e-01
6.935815018767745865e-01 4.571972597427897966e-02 2.773133178996568526e-01 2.172110030684277084e-09 9.677067758538736575e-01 -9.207215156203902851e-01 1.067814205022860063e-01
6.347521792595263168e-01 5.361490023822848561e-02 2.787471127812896077e-01 1.839359760673273435e-09 9.440596651753552226e-01 -9.694791422902843125e-01 -7.483961319979777205e-01
6.856424928058599821e-01 4.282850989174111916e-02 2.542048586817826084e-01 1.687427050751142163e-09 9.878571233315087685e-01 -9.587136404045435434e-01 -1.668340050349669257e-01
7.049761353725072510e-01 5.318442344103167796e-02 3.840705640614645588e-01 1.874072042439495741e-09 9.963006873637679783e-01 -1.082036476462890473e+00 -3.561631915520490077e-01
6.554906314156455638e-01 4.833004931526617420e-02 3.929564303568924277e-01 2.100833757139722220e-09 9.884933299893652325e-01 -1.220324568794078468e+00 -4.849114824058400885e-01
7.345894909738954759e-01 5.506776653337222549e-02 3.314610246546741967e-01 1.685568614705876840e-09 9.213118402496595083e-01 -8.557579178860628133e-01 2.456211387257023482e-01
6.808662863845077462e-01 4.383611538333422736e-02 3.805512576526609014e-01 1.967873383768286536e-09 1.003662681797218514e+00 -9.680400682425768233e-01 4.583461520327825056e-02
6.321510725769394767e-01 3.950646674599860020e-02 3.997306331477038510e-01 2.379057111623643875e-09 9.374992485214465043e-01 -1.287111437406572190e+00 5.551483483295402976e-01
6.500003673895586864e-01 5.553067724018158346e-02 3.015619768007537504e-01 2.488935253051326617e-09 9.511123221654507187e-01 -1.175060593929027730e+00 -3.264696569597544951e-01
6.989693309163677037e-01 4.515065754484627603e-02 4.023009689802313771e-01 2.272845777741465108e-09 9.278941234068094346e-01 -1.194247080861859489e+00 4.098528909416243593e-01
7.290965152200186150e-01 5.472173753988379685e-02 2.326530871874594730e-01 2.214663537868241341e-09 9.442603419548047938e-01 -7.782923970742317010e-01 2.395366675985191041e-01
6.596677874375231898e-01 5.589087334431155213e-02 3.642556675484992512e-01 2.238825660346641114e-09 9.392972789796526500e-01 -1.052525660721292056e+00 -4.020675918631854140e-01
7.134683696797224917e-01 4.690415825484974682e-02 3.584782631094318717e-01 2.030891247111296900e-09 9.378410993375624338e-01 -1.102130192004531217e+00 6.788787996236089750e-02
7.288335887879322517e-01 3.962648940955775662e-02 3.358207128120210272e-01 2.332104510349290943e-09 1.003266649032761082e+00 -8.723612968495182418e-01 -6.360714778953292514e-01
6.687331517037862216e-01 5.634948718900607834e-02 3.148368461458422307e-01 2.292831725946189117e-09 9.301191547299311191e-01 -8.818705968958568953e-01 -7.026758170919265023e-01
6.968623839349853410e-01 4.823027161173197574e-02 2.973613246897887086e-01 2.319040376274817675e-09 9.350924056182706723e-01 -9.791765103681435711e-01 -9.446912002764873417e-02
6.113498210501102648e-01 5.607265849502583721e-02 3.681852080547278194e-01 2.103211886162519467e-09 9.971052950980827667e-01 -7.931279234408201706e-01 1.977426215617942296e-01
6.276322195423161832e-01 5.914020930609792392e-02 3.999600621636452691e-01 1.726916831958845179e-09 9.217541606744038551e-01 -7.220865197100249100e-01 2.259854546133865938e-02
6.227513774849459116e-01 5.464970225589535491e-02 3.717273375372725508e-01 1.725506559517929220e-09 9.267433854478479560e-01 -1.145229264618158105e+00 -4.802601468971376408e-01
6.267409385552117351e-01 5.641928452333114241e-02 2.401001631890870569e-01 2.362404988996186681e-09 9.676444742445928782e-01 -8.200436895103592194e-01 4.340086177554942637e-01
6.966408815458778880e-01 5.778474979325126659e-02 2.527693525420959264e-01 2.297102750719936135e-09 9.680611068778746109e-01 -1.287817476080975965e+00 -4.092430413191348038e-01
6.389115083704165476e-01 5.765412660675463263e-02 2.462252931062745009e-01 2.282062966464313740e-09 9.686159856246137068e-01 -8.981100643994677224e-01 -6.080875523059893206e-01
7.317524526659766604e-01 5.032947904231208081e-02 3.605694829797357892e-01 2.075894504867980385e-09 9.916299716798088193e-01 -1.152404098152833400e+00 -1.380782414054266827e-01
6.528424749071669586e-01 4.373826670623504748e-02 4.006447217961282559e-01 2.389199787782271367e-09 9.417718723886091547e-01 -1.195481565175891658e+00 -5.579201519507761553e-01
6.594587106595889425e-01 4.993117233038907310e-02 3.023642372897742958e-01 2.372743286237616332e-09 9.507674289340007912e-01 -9.078059939221564401e-01 1.989037075954963596e-01
6.541342731611530237e-01 3.919880302750686218e-02 2.741735108431129220e-01 2.055961030070526907e-09 9.467512576987840989e-01 -9.759804493329242714e-01 -1.311799286307291368e-01
7.254237686129466622e-01 3.994661415936517912e-02 3.546592239190371476e-01 1.775736613865723858e-09 9.672200524273237843e-01 -8.650018985501698454e-01 -6.943678328545228595e-01
7.342528488151264243e-01 3.942184348093942525e-02 2.521229783415807058e-01 2.174829526713969803e-09 9.709429545800407624e-01 -1.262791993780482791e+00 -6.521304471290365612e-01
7.093373753827927342e-01 5.008464147541491496e-02 3.020010533894977311e-01 2.136058501351826639e-09 9.469890479512071968e-01 -9.403322134752132300e-01 -6.750068438088583367e-01
6.140235749712842361e-01 5.673862574252098306e-02 2.405268088977466634e-01 2.182582901230138565e-09 9.355715843548820798e-01 -9.222696389300837350e-01 -2.451363262496563111e-01
6.797708875059967903e-01 5.489656425304161036e-02 3.683849639849287039e-01 2.024390793787837331e-09 9.227679102803824085e-01 -1.266231582863732497e+00 1.921075393074981319e-01
6.392530272376891753e-01 4.670081281735335987e-02 2.488300126550524183e-01 2.184810086221714221e-09 9.894214928172091472e-01 -9.944228343958319005e-01 1.228928224089137489e-01
6.730372361233187828e-01 5.205414459959901985e-02 2.608169293810595479e-01 2.051127816157151246e-09 9.928224847090824090e-01 -7.683736239528120571e-01 2.317310132480728813e-01
6.940273010441707635e-01 5.037521750781608770e-02 2.890986096351381152e-01 2.111487297589341836e-09 9.604954146011626115e-01 -1.190582858301360458e+00 5.451199534839585858e-01
7.326438752393453768e-01 5.010662189763798874e-02 3.794056754125054720e-01 1.752677024159138930e-09 9.556888981858704391e-01 -1.245969144920765492e+00 -6.169595573134064592e-01
6.216647532795445130e-01 4.006758848621581187e-02 2.778998197997767372e-01 2.274994808900191764e-09 9.321125214561248873e-01 -1.181884173739791821e+00 5.385674131639424100e-01
6.957374281954272766e-01 5.752961369710467288e-02 3.965755724297658213e-01 2.373215053824910733e-09 9.372471726349186349e-01 -7.951311793720077237e-01 2.593617940419834511e-01
6.862784940125972177e-01 4.601706212297976967e-02 2.936137372096401243e-01 2.137002319025069998e-09 9.474500968961631076e-01 -9.371850340150011949e-01 -4.016497468110224456e-01
7.087602011069967789e-01 5.832196471962070028e-02 3.190421397880832677e-01 1.858098809197787935e-09 9.674726010241169183e-01 -1.211083044126026298e+00 -7.631069738782247924e-03
7.182704565869654223e-01 4.234988768875441734e-02 3.562585881136082211e-01 1.961960657781698631e-09 9.359798030375052758e-01 -7.036671818012021351e-01 -6.129228189741652288e-01
6.670125800085099366e-01 5.395425744724270667e-02 3.201640457321707767e-01 2.049583113781210361e-09 1.002343467318960624e+00 -1.256901992389968026e+00 5.105162316551909996e-01
6.779689447781762635e-01 5.561345754841977296e-02 3.165315544158301408e-01 2.126147339795817791e-09 9.805169223341781981e-01 -9.437244770990701470e-01 1.412585722177510661e-01
6.091595925762436359e-01 4.124892451666158089e-02 2.333690262197185006e-01 2.110049940636666762e-09 9.719861330765425800e-01 -7.207901068204568551e-01 -5.108839396742392847e-02
6.916457098711343843e-01 4.269638239848510403e-02 3.232587596436720112e-01 2.492415917198541494e-09 9.734665695957172016e-01 -1.122355889538977358e+00 -4.750761356888552611e-01
7.040722275304359679e-01 5.256079402012611701e-02 3.759762358836338247e-01 1.968613914340909990e-09 9.900213365603175442e-01 -8.159877144140261773e-01 2.322036598389272122e-01
6.686083212236711981e-01 4.182316317598139960e-02 2.638519981580242924e-01 2.033766490260555665e-09 9.664833424013956620e-01 -7.092138386282894613e-01 1.958013210537524751e-01
6.803662937699179736e-01 4.924964869951087287e-02 3.916365230807886677e-01 1.939847393751209310e-09 9.891129540323900793e-01 -1.196501490553291802e+00 -4.936014986997556142e-01
7.161032993820286574e-01 5.279767925505325643e-02 2.753830633306184605e-01 1.954604591191385990e-09 1.001330919729012559e+00 -1.076697280536705215e+00 -6.808821266247668813e-01
6.590997537255710581e-01 5.119865548817746637e-02 2.687059765260179645e-01 2.403080695290688051e-09 1.002139384822150481e+00 -1.325645914988374363e+00 4.505173155089943204e-01
7.117087159431049193e-01 4.963778009565918137e-02 3.361837593473394059e-01 1.916619829182193218e-09 9.259949510560605557e-01 -1.295661429788749208e+00 -6.337743498718330093e-01
6.756000559019025298e-01 4.020737675166159708e-02 3.524650571534558852e-01 1.733164014335996725e-09 9.603629509046259782e-01 -1.192078014983554590e+00 -7.435106321610622793e-01
6.654631815806373307e-01 4.116133536063458498e-02 3.474358397710568536e-01 2.106130704627738721e-09 9.881084148613906715e-01 -1.222883528269099074e+00 -5.601424425024066345e-01
7.350609002513017742e-01 5.279192764262571891e-02 3.372870388132971353e-01 2.025163266154184580e-09 9.460096180324646387e-01 -9.523397235719593956e-01 -2.389004665989318266e-01
7.207633520896902235e-01 5.704025011043735438e-02 2.507559514686230062e-01 2.473029788945664202e-09 9.848150073773513924e-01 -1.116344635875430313e+00 -1.223401560025921819e-01
6.609029166841566827e-01 4.001398000053929538e-02 3.483580640938121475e-01 2.085410781612023121e-09 9.346263631584029730e-01 -1.212921481371912691e+00 -4.480382221498996898e-01
6.695397598279856366e-01 5.603492340022515200e-02 3.983715743175455515e-01 2.515815408826648984e-09 9.319168701868867366e-01 -1.254603173520582038e+00 -2.147106880104882043e-01
6.130253745843757818e-01 5.952463503460762861e-02 2.808290966999707483e-01 2.149207809900424649e-09 9.753295327389625013e-01 -1.278486305427497305e+00 -5.526351777191790271e-01
7.241918510427864941e-01 3.990352249156874781e-02 3.637925596499700376e-01 1.788664407660690529e-09 9.485652595834415113e-01 -6.904934750145053091e-01 -5.569652134775526786e-02
7.096569138187212022e-01 5.985243973227022396e-02 2.366695484111242531e-01 2.305774692337942452e-09 1.002865665669537831e+00 -7.190767437422221908e-01 -4.401380315938369647e-01
6.081422343796403229e-01 4.771407600067828492e-02 3.287126178726874626e-01 2.415976465332201147e-09 9.699801115756667702e-01 -1.050214069314214793e+00 -6.109218107066914927e-01
6.629445947914404114e-01 4.316851427230865984e-02 4.017946158590757211e-01 2.264910869586571136e-09 9.485310097350335701e-01 -6.928754017492314565e-01 4.656687795992289214e-01
7.029097800030353893e-01 5.428999215171241566e-02 2.783162885876806492e-01 2.376275812215375110e-09 9.430632406740033780e-01 -8.576132551196579135e-01 -2.229102050734884655e-01
6.056036972524632134e-01 4.758883863550715521e-02 2.558356516273305181e-01 1.937285833794240527e-09 9.663011818035651679e-01 -1.176787820028828646e+00 5.154508330030738161e-01
6.827744268072921674e-01 4.701810253695996866e-02 3.826140946857515268e-01 2.477398718025171047e-09 9.185315230821222698e-01 -9.448144782770641070e-01 2.498566414823772952e-01
6.335875089943944216e-01 5.099345068524027691e-02 2.360066408101996749e-01 2.414859652904101227e-09 9.830929745170646772e-01 -1.052968134666249167e+00 2.008825940388530018e-01
6.155466338461903497e-01 5.789470710740671211e-02 3.645057071819707284e-01 2.431066947364659459e-09 9.204114792117997768e-01 -9.033646130576445943e-01 -5.812019434294347642e-01
7.216194954427549435e-01 4.751422244539983686e-02 2.885228057546141422e-01 1.744240782924756922e-09 9.401915004091173644e-01 -1.143251970780742921e+00 -5.725813595493898234e-01
6.450949263810511480e-01 5.667776210041374635e-02 2.499021451606471544e-01 1.730009155232729917e-09 9.746307035628122284e-01 -6.939253229908043386e-01 1.201359621955375712e-01
6.850217307628946317e-01 5.610107442303101377e-02 3.698287649888335471e-01 2.175878955359541637e-09 9.354686199164440330e-01 -8.244979034495921733e-01 -9.203650225437620680e-02
6.165382110104982161e-01 5.067305412882615323e-02 2.361794150539145987e-01 2.443026169069825981e-09 9.952180429817097940e-01 -8.676127976799383745e-01 -1.541521814322772688e-01
7.357300006994285102e-01 5.681357166520064478e-02 3.878691712861038754e-01 1.822486889681109447e-09 9.552514840755127468e-01 -8.889028013791619998e-01 2.611339304531823391e-02
6.125510259822323222e-01 4.969115660393078754e-02 2.469197303403709853e-01 2.470584400684541298e-09 9.855739624758484974e-01 -1.291662811141509826e+00 -6.387848490130310086e-01
6.242559124996218678e-01 5.519477586980454931e-02 2.752306742036534914e-01 2.035070826520249542e-09 9.199469720432861264e-01 -8.747427984541057411e-01 -4.297003740925066650e-01
6.475736090287214086e-01 5.266943809075019800e-02 3.733870021811027118e-01 2.213429935522607434e-09 9.394453975449605920e-01 -1.301050855732794664e+00 -5.416212954261026002e-01
6.441214396251356833e-01 4.166623516788146853e-02 2.584528090010427825e-01 1.781872424867956453e-09 9.696819652009259771e-01 -7.383273438134866362e-01 -1.366805048748352958e-01
6.830820155456216458e-01 5.763052497199437629e-02 2.970811319419994767e-01 1.724909171971233248e-09 9.235863624363106483e-01 -8.175906133798329645e-01 5.581328352441849994e-01
6.302568986862240319e-01 4.712072459687789705e-02 3.278503448201867121e-01 2.425819039051161870e-09 9.550309739519192709e-01 -1.277921589025471816e+00 3.580661381840233304e-02
6.945090184197446614e-01 4.900405261602892859e-02 3.712959054102918932e-01 2.120453365755719291e-09 9.283581171402794929e-01 -1.323902550531476985e+00 -2.098069529660377963e-01
6.222191624020438905e-01 5.273925774764877394e-02 2.467180738447606880e-01 2.290563297220830529e-09 9.601366047382429159e-01 -1.317495809745282243e+00 4.125367513519895279e-02
6.488482960543977551e-01 3.936432415461226658e-02 3.953961473618170519e-01 2.283357820053979811e-09 9.209611106618896814e-01 -1.106578707801453509e+00 -6.915445069371775055e-01
6.660682587091552032e-01 5.268545370153072255e-02 3.909198032958866031e-01 1.964755378743167552e-09 9.576818174777123049e-01 -7.334514887481236034e-01 1.730515282941987865e-01
6.061719327261709811e-01 4.257864654307967622e-02 3.143987994249826667e-01 2.434141447883489327e-09 9.873324731203422244e-01 -1.027219321040885980e+00 -1.941137765928425685e-01
7.310812957807281132e-01 3.970319626723858852e-02 2.926073338457338413e-01 1.700952655672218399e-09 9.534501425416725962e-01 -9.709338861562115675e-01 -1.001841380709517226e-01
6.552958619640053550e-01 5.573788909313764223e-02 3.263883744366660178e-01 2.381290088044243464e-09 9.389477212876382595e-01 -1.156658057358577851e+00 -2.385266955286846624e-02
6.614777789920867068e-01 5.581765337087106482e-02 2.332493875748702650e-01 2.141594914295682095e-09 9.609427072548474280e-01 -1.271298055099995494e+00 4.600442179106656315e-01
7.220595801334983577e-01 4.392006772874532117e-02 3.975843168366076097e-01 2.013471459175202047e-09 9.437840512714325003e-01 -1.110800236633664007e+00 4.900352023751242125e-01
6.897920496065877982e-01 4.072915233002714214e-02 3.954893929378091588e-01 2.189030674941042750e-09 9.176190891393896099e-01 -6.915695116255494712e-01 -3.298878430473058954e-01
6.971174717971408974e-01 4.042132267832059672e-02 3.503264730554883633e-01 2.429334423379693066e-09 9.653710734172284980e-01 -1.232694685939889734e+00 -2.468922424605801691e-02
7.021117545054131881e-01 4.863382199762886215e-02 3.928874755271716257e-01 2.437156885090855418e-09 9.559958526003510260e-01 -1.167141332027425982e+00 -4.988090716966854798e-01
7.224030367252305407e-01 4.429745587419218339e-02 2.799882997090215042e-01 2.461748497198505571e-09 9.460788107013402559e-01 -9.752203002043993152e-01 -3.330354538707664958e-01
6.067843643874490933e-01 6.009085128345650895e-02 2.575286290130235356e-01 1.910038503013168843e-09 9.207639527383806310e-01 -7.769767474813555896e-01 -5.217858306595688500e-01
6.740847405094444467e-01 5.959333909343389468e-02 2.968605867873507220e-01 1.942191462641143629e-09 9.948375517097688414e-01 -1.105178178481108109e+00 -8.737102317615474956e-02
6.859285500624413556e-01 5.537437774352052533e-02 3.597812479823464527e-01 2.194162917403132621e-09 9.211077992195588759e-01 -1.034630867636575857e+00 1.764162839414331607e-01
7.218937074961693234e-01 5.431996345463097065e-02 2.350454633206244259e-01 2.156108359207066367e-09 9.718373644864037875e-01 -7.256647597909867686e-01 -3.361936539722225614e-01
6.784011320510894283e-01 4.802668128682269222e-02 3.629597781144090485e-01 2.521924841908986407e-09 9.667986643923383028e-01 -1.137878709604421834e+00 5.147314140536796145e-01
6.910944996366873427e-01 4.432738358017433711e-02 3.785469978589892093e-01 2.435672415367625359e-09 9.335151101395789963e-01 -1.305503855725240303e+00 -1.291024522992230139e-01
6.718078039273960300e-01 5.109633211884281878e-02 3.117636349461180290e-01 1.836369555556209190e-09 9.491932480633880065e-01 -7.759386318855346909e-01 1.633275463818562034e-01
6.086835640271137660e-01 4.177838264424747761e-02 2.538275949056408853e-01 1.902524294110340746e-09 9.701535248345288798e-01 -1.046591209420272284e+00 -3.850361692593935459e-01
