# h Omegab Omegam As ns w wa
6.438685528545408099e-01 4.451548388119761640e-02 3.097581156157616089e-01 1.719847652768037173e-09 9.464069323521816512e-01 -7.659847863783812993e-01 1.196243884753549480e-01
6.046895701361659770e-01 4.445220317611033034e-02 3.925774864987323642e-01 1.992749856253974836e-09 9.961190516335638456e-01 -1.022585496498558122e+00 -1.198458074577929411e-01
7.226100690057823961e-01 5.750601014341900907e-02 2.968531468039969923e-01 2.040966386743371401e-09 9.987246165036794965e-01 -1.068649840516886496e+00 1.356216458538185288e-01
6.644754767904303971e-01 4.736192832792759932e-02 3.278571644279935082e-01 1.724174745842123833e-09 9.436026632707492645e-01 -6.911995206809423697e-01 4.625591991463291475e-01
6.737951120410610173e-01 4.005634965335883035e-02 3.968298073948157700e-01 2.114619415896406803e-09 9.897453552464015036e-01 -1.253025415850858693e+00 -7.069552196527381094e-01
7.340707237351805636e-01 5.478617491722430344e-02 2.579874097676625455e-01 2.398636294876119404e-09 9.909697652168091286e-01 -1.162543418023392894e+00 3.761914713596226090e-01
6.440991478550388560e-01 5.098782610567189483e-02 2.591503801951984820e-01 2.020961402560203043e-09 9.377978176855510384e-01 -8.922298878152314927e-01 -3.903472701790983712e-01
6.800023868321050102e-01 5.577849654359449960e-02 3.863312769699915883e-01 2.116667219406311293e-09 9.162264255552902137e-01 -1.015478549673878739e+00 3.875666993397262061e-01
6.319619996191372380e-01 4.985781372733389533e-02 3.501531119381777746e-01 1.975298130501367545e-09 9.514356643529311430e-01 -1.258843296480046670e+00 -4.459186528477255829e-01
6.133985015024021603e-01 6.089790940583939688e-02 2.585441209872605395e-01 1.937263849287582813e-09 9.803651617378734695e-01 -1.279654168114679136e+00 -5.912331872270681909e-01
6.643168630169560274e-01 5.913286450508717373e-02 3.180062459063102143e-01 2.284685443190711333e-09 9.310984534942002844e-01 -7.290007303874297406e-01 3.820479684281672395e-01
6.838616837123691061e-01 5.852393285087542640e-02 2.964763815845470329e-01 2.266859181479986418e-09 9.852629363963018028e-01 -1.019307021914624078e+00 -3.440574725838890791e-01
6.862922324778313321e-01 4.448954414290531845e-02 2.647690415539095121e-01 1.797634288625464058e-09 9.708535217340494849e-01 -9.158754394169030810e-01 6.384620106634530945e-02
6.937047720704836440e-01 4.237853112201278583e-02 3.272273960675063931e-01 2.127401770041491939e-09 9.704945876553641160e-01 -6.965263297752725125e-01 6.063188988844614435e-02
6.405618778740077568e-01 5.892667699488118860e-02 3.585272826834556836e-01 2.218749605623332097e-09 9.615475601091558744e-01 -1.041503268938032356e+00 4.475095850322883262e-01
6.533710729836120779e-01 5.902047064498443241e-02 3.411031407157991135e-01 2.269678133436132364e-09 1.003577253867758534e+00 -1.299415203627434234e+00 8.654504994961753628e-02
6.148339073850535019e-01 5.534105887481993724e-02 3.561473866411481448e-01 2.124516994599285974e-09 9.444221486244325225e-01 -1.016113545510855420e+00 1.451889963377624992e-01
6.781439433367850711e-01 3.940904958729360419e-02 3.918865002367428740e-01 1.695590723437677050e-09 9.570807092614965761e-01 -9.134700851655969123e-01 -1.712608944149081047e-01
7.140039272994869179e-01 5.154585153693948957e-02 2.663771560114033821e-01 1.766470203266387205e-09 9.665166344133506726e-01 -1.136223929133751698e+00 -8.660544331055708422e-02
6.445955761099031456e-01 5.951115031365021568e-02 3.807522460863522751e-01 1.679932236303965385e-09 9.545111177178784434e-01 -1.175162174926074554e+00 -5.400806439147309845e-02
7.092833110106010475e-01 4.711408141026127844e-02 3.548706516847917047e-01 2.293643848481819524e-09 9.972525188517871175e-01 -9.404802884579930300e-01 -7.522236268278781335e-02
6.562855607590452056e-01 5.653496341427005634e-02 2.862538607949300928e-01 1.870131532392406535e-09 9.318858424366279758e-01 -1.151813370842035278e+00 5.345330143182289717e-01
6.956891534972529101e-01 4.154502063308650878e-02 2.589779087446866246e-01 2.082446498582552919e-09 9.958969169478054662e-01 -1.060883980587379538e+00 -6.254520927979023703e-02
7.308158611817701100e-01 4.199658189267210795e-02 2.808166642346410224e-01 2.492737991860097750e-09 9.692567502374457300e-01 -9.082171628988897627e-01 -4.264770492242268007e-01
6.970983693212911003e-01 5.339065034528944764e-02 3.794949537802202455e-01 1.761690722501408488e-09 9.854737252988388096e-01 -1.206951717215097419e+00 -2.635531198873652947e-01
7.265741774031857503e-01 3.937678018737940377e-02 4.031715581764879763e-01 2.113465883700545491e-09 9.286253448263132038e-01 -7.395547428233825160e-01 -2.096519861074075397e-02
6.487537102866974825e-01 4.661860621111481306e-02 3.832359491652079786e-01 1.878973321706619269e-09 9.606040299326457088e-01 -6.700123192609797051e-01 -6.787302493741965703e-01
7.024482692420721541e-01 5.222392370197734279e-02 3.750145309059264020e-01 2.247845334649847674e-09 9.468895206401510833e-01 -8.961168824866838634e-01 3.985668462933515954e-01
7.302459098491087541e-01 4.166785382273758415e-02 3.669607283906584638e-01 2.127765418655100952e-09 9.300383055744407823e-01 -1.193295108609060851e+00 2.735781072163454564e-01
6.908327615871815430e-01 4.608646132103758064e-02 3.404728253866361465e-01 2.328248119210470581e-09 9.313305935690657789e-01 -6.817256798560702435e-01 7.531395923373318535e-02
6.231000596622814358e-01 5.523771938068003373e-02 2.993969761707480637e-01 2.422594946802597379e-09 9.487716440992877143e-01 -1.155122612208685728e+00 -9.244339719729155469e-03
7.156798729327349395e-01 5.068606671516424217e-02 2.657794025362305024e-01 2.377170182598204028e-09 9.995993082172826005e-01 -8.024743186137027751e-01 4.982929774748188212e-01
6.225262013829658825e-01 5.825649859352671767e-02 3.007675914390602889e-01 2.324501106284802826e-09 9.940953720797485182e-01 -1.114715486102838549e+00 3.187647248842451209e-01
6.636515297514420375e-01 6.095878361580159277e-02 3.884539856916113809e-01 2.441126553903136881e-09 9.195236358258678244e-01 -7.209713392766180506e-01 -4.616555022393377672e-01
6.173239376851766824e-01 5.438858662759238349e-02 2.978248746655789980e-01 2.408872839802912237e-09 9.612184791270313999e-01 -8.516014259386428531e-01 -6.797527495913531226e-01
6.522245194172601179e-01 5.529397290179512148e-02 2.388512461601342840e-01 1.702198204215280783e-09 9.226274620040392227e-01 -9.371718187084763230e-01 -4.384179286451424518e-01
6.783487490421209465e-01 5.667501129505440188e-02 3.442360313120010340e-01 2.329095893374347904e-09 9.763289534374239853e-01 -8.147982360159775617e-01 -2.939957428128899264e-01
6.989000138683936214e-01 5.581757690729865357e-02 3.744422159793506233e-01 1.962377980724842341e-09 9.955170095361689508e-01 -9.261125021013236758e-01 -8.117287152372087977e-02
6.346180258357636550e-01 5.839804365103409833e-02 3.087012899144147005e-01 1.874335469409725410e-09 9.799141159036743876e-01 -8.206306617822377580e-01 3.201315257503225542e-01
7.229762134956041475e-01 4.095146080449330733e-02 4.064256635988554578e-01 2.464698103147504735e-09 9.303754089682987338e-01 -8.949733197341784852e-01 3.966186578328967371e-02
6.106704603766552886e-01 5.958059620168039416e-02 3.678414438727279911e-01 2.038392280364869215e-09 9.200189184254465857e-01 -7.059089430544251975e-01 -2.568250851070030816e-01
6.655178270935496743e-01 5.125382695119022614e-02 3.181352614585185590e-01 1.949410042368627925e-09 9.848726285138745817e-01 -1.200055331930872882e+00 4.859260089001491423e-01
6.473026354311083308e-01 4.181648075134668935e-02 3.141150939999163283e-01 2.287508410546782353e-09 9.211056362397976871e-01 -1.089609861225750542e+00 -8.374191503925931812e-04
6.997272992910035239e-01 5.083043774153859357e-02 2.637087591189452573e-01 1.852291290420124804e-09 9.275898436591564211e-01 -1.001972799809479175e+00 -5.743126823444651974e-01
6.198748485835352540e-01 4.268993680078272956e-02 3.052958471268443774e-01 1.847734249442562260e-09 9.482626167693027908e-01 -1.039364889776252410e+00 5.832223172443651293e-02
6.743354563242880406e-01 4.821654796470775661e-02 3.286357203031853302e-01 2.461957836217358831e-09 9.821311639838725682e-01 -6.997022439005989858e-01 -6.867022843108886443e-01
6.730252960053930700e-01 4.032249083672248546e-02 2.535201858087580140e-01 2.474524566788973102e-09 9.796191152205016017e-01 -1.194780310431141856e+00 -5.255770705721574121e-02
6.305354569521606223e-01 4.633956779049244745e-02 3.686380322892138794e-01 2.331894129351298796e-09 1.000113107401716217e+00 -6.726532842218579944e-01 -3.206645363370396185e-01
6.134237455463222854e-01 4.919624025793300354e-02 3.396463756575393567e-01 1.942399462111743203e-09 9.174550168674135975e-01 -7.198119297643008618e-01 -6.474521220631901386e-02
6.255281678279710489e-01 4.141613576360721194e-02 3.213281671204517020e-01 2.238882191643144720e-09 9.721294058750687972e-01 -1.056969606706261722e+00 -1.607402264623224442e-01
7.200199010463839144e-01 3.926325960361966294e-02 2.674882948924726112e-01 2.116065917505839663e-09 9.889847967154798969e-01 -1.021092746702738641e+00 -4.517851336771981918e-01
7.052918087208711606e-01 4.164983758741030995e-02 2.857247796958129471e-01 2.183370998346647095e-09 9.508195725928819675e-01 -7.300187611083001071e-01 1.855298452619380534e-02
6.201171514105302540e-01 4.911853854574067119e-02 2.894754788810064983e-01 2.362937502090164784e-09 9.535034814854558283e-01 -1.012793000988586378e+00 -1.490986728270529138e-01
6.759245880013446950e-01 5.010332141998740524e-02 2.622021149121804839e-01 2.334073902628156280e-09 9.412722675494816782e-01 -1.002963148149670580e+00 4.532540727108456124e-01
6.996415178019610437e-01 5.027440452001049470e-02 2.679208210630649178e-01 1.899952694468640216e-09 9.827228482307294177e-01 -6.884102541213171778e-01 -2.921259161262723669e-01
6.246641411214208794e-01 4.922874045115720881e-02 2.636552676890797642e-01 1.918123104388538648e-09 9.932576204047486312e-01 -1.161856402359583873e+00 1.109750304118937159e-01
7.120209751815128607e-01 4.672599626980970117e-02 3.364995690343770551e-01 2.059727623892317011e-09 9.768498818485317203e-01 -1.056600835768808366e+00 -5.602723752813257851e-01
6.659247923010849224e-01 4.384128420983154223e-02 3.151107111614327994e-01 1.688553141130905466e-09 9.321202377222608249e-01 -9.931664587256469057e-01 -1.264858261430723552e-02
6.272559433648643434e-01 4.392261322284968239e-02 3.247074496510567454e-01 1.864577913887072434e-09 9.497319013496446916e-01 -9.737946776737458343e-01 1.642140081679555053e-02
6.887359642259260895e-01 5.379045879028088867e-02 2.577020221600883620e-01 2.385425118993644082e-09 9.851149658853148861e-01 -1.285240170861514653e+00 4.578688104256296576e-01
6.933860662936310870e-01 4.720286007460648692e-02 3.666587507586835937e-01 2.155749420198883612e-09 9.373758064741780638e-01 -1.322606305847899621e+00 -1.776286901191509449e-01
6.068441641091509853e-01 5.107418148799369034e-02 2.509680713077309666e-01 2.049405561925315743e-09 9.644442383296056853e-01 -7.053238029769933748e-01 3.219963315686138472e-01
6.267010359582506629e-01 5.726241502849922782e-02 2.543147511733367949e-01 2.298194979346864554e-09 9.544499034252570402e-01 -9.200533605098288881e-01 4.672367135093338231e-01
6.286150005794917117e-01 4.427158211665734727e-02 3.741241057284089844e-01 1.886398986030063974e-09 9.902108533436498883e-01 -9.545747663072241540e-01 -2.610844675753237198e-01
6.494203067102508609e-01 4.161669658776911973e-02 2.604048762714457066e-01 2.166885314134426281e-09 9.485810671138878991e-01 -7.722741308503981994e-01 1.184249520597208116e-01
6.729094950353512461e-01 5.563677420952081731e-02 3.851881290906190580e-01 2.308557033972273857e-09 9.265256424472159136e-01 -8.406689617530502812e-01 2.056050097379218400e-01
6.326972677680304802e-01 5.719146296720813150e-02 2.507368718873969060e-01 1.806606388852465650e-09 9.354490999141286123e-01 -6.929157155040372995e-01 7.445314183703366506e-02
7.016010810048886048e-01 4.612639300247346752e-02 3.571163422390525866e-01 2.213657663721933808e-09 9.249618467984527248e-01 -1.053038237223121953e+00 2.344760152376645923e-01
7.295121839565354982e-01 4.230073334106412147e-02 3.883071061192312490e-01 2.252110970642699040e-09 9.878543321882989892e-01 -6.736672225184140439e-01 -3.722375677747731815e-01
6.699415304837673668e-01 3.944264653413884214e-02 3.553743897495675319e-01 1.962618837417800822e-09 9.339553297444705970e-01 -1.224484298118209136e+00 4.738457312251525000e-01
7.261250893546057350e-01 4.454466511533773654e-02 3.382935711161951242e-01 1.805988616294433867e-09 9.596077125859457935e-01 -9.879078239335579159e-01 -1.617761046900160204e-01
6.051662225983478471e-01 5.686291400904128907e-02 2.890641244670828502e-01 2.052393330974364922e-09 9.429547540036362641e-01 -1.306248292960650259e+00 1.900688621297615954e-01
7.234118511026017551e-01 5.919448006648603960e-02 3.839621720130254046e-01 2.475477296092585506e-09 1.000619672043760788e+00 -1.080673911111220242e+00 -2.824733543337356600e-01
7.224266505634046043e-01 4.938800683305029360e-02 2.916597531052147474e-01 1.713755010923971070e-09 9.426711363089288476e-01 -1.262788339631064849e+00 3.051027493308788863e-01
6.502478832448251866e-01 4.306251838959004874e-02 3.902850999005655908e-01 2.509052610532822581e-09 9.208667764605650286e-01 -1.215548025969834578e+00 -4.839355151077939787e-01
6.084356640978703101e-01 5.047522473200852927e-02 3.250853413134527359e-01 2.522753924250862027e-09 9.372681103017205251e-01 -7.573370078186926202e-01 -4.144883621379959471e-01
6.899187197468307220e-01 5.138489413889767154e-02 3.428006621802472953e-01 1.821376642597394578e-09 9.379272581241482332e-01 -1.321595223402114661e+00 -2.353409236537508109e-01
6.308256126037157241e-01 4.001396144703889268e-02 2.414482957735769875e-01 1.708946654985816403e-09 9.398081482584716984e-01 -1.040282876864843553e+00 4.836929006920820395e-01
6.907378066825221596e-01 5.927356741078462776e-02 3.513238297303418189e-01 2.488756731096669137e-09 9.962396560920312449e-01 -8.496304238448774138e-01 2.153451668309847022e-02
6.590172151175961446e-01 4.444034083190682993e-02 3.136861416015269688e-01 1.987993398246185739e-09 9.533263130780651462e-01 -1.280907229975584816e+00 -7.109539483679537808e-01
6.978842222217389590e-01 4.029725030267686942e-02 3.063925028421711216e-01 1.778550266648528223e-09 9.571537549683337698e-01 -9.105480156334690989e-01 -1.289641290137008012e-01
6.949927229405522544e-01 5.112572587502709626e-02 3.414327702199550507e-01 2.027447520119667164e-09 9.543451296199430001e-01 -6.974073051604015028e-01 1.159564538480561957e-02
6.092176509838956866e-01 4.898335281206744884e-02 3.656601603074860485e-01 1.966434428631485395e-09 9.886885947997796631e-01 -1.241184786077831559e+00 2.259837387217743521e-01
7.147600136252018066e-01 4.731878773719053188e-02 3.045609059250068418e-01 2.316992652775803788e-09 9.844218645765843156e-01 -1.205452712959542483e+00 1.059141092317502642e-01
6.470397763793775958e-01 5.123085759187957777e-02 3.009010002133113981e-01 2.262295779047350309e-09 9.937579237046908487e-01 -8.289973848348488605e-01 1.336544863009022643e-01
6.253492635561915813e-01 4.136197343675077770e-02 3.899979768104617772e-01 1.921023988840399736e-09 9.542597169724635897e-01 -1.120949942069366712e+00 -6.374519435511049048e-01
6.931349419181638272e-01 4.226815489735989695e-02 3.880266751854992147e-01 2.402841390197070958e-09 9.626866096701784947e-01 -9.801821072981702354e-01 -6.420072817334051551e-01
6.863877219475034153e-01 4.242299828436524312e-02 3.309850636115911904e-01 2.098908094686587920e-09 9.340937591950984054e-01 -6.876319033828763860e-01 4.095139864318368961e-01
6.929690450658303469e-01 4.101546380460443370e-02 3.695001952511965948e-01 1.718039403109180853e-09 9.596961236967561648e-01 -1.151735657199393525e+00 -1.580526195685807433e-01
6.074411289205177145e-01 5.663521620180107796e-02 3.408926846079082251e-01 2.512683470763550573e-09 9.880040089187742680e-01 -1.240078361355632097e+00 4.956916443003533956e-02
6.838090372372231940e-01 4.424145505870034911e-02 2.712778343492470157e-01 1.819959333786871208e-09 9.507409976222859216e-01 -9.458971427827085332e-01 1.404469984836107521e-01
6.364605026349355876e-01 4.636399533461488254e-02 2.684044631460401620e-01 1.985043222803860492e-09 9.811782159353961141e-01 -1.303267832462879472e+00 -1.187648959340574795e-01
6.726595390430566423e-01 6.058227250282567644e-02 3.572024058938892965e-01 2.180990986794764046e-09 9.650767532001579552e-01 -1.012123503523798540e+00 6.721902762796216901e-02
6.641620039589327673e-01 4.116999647390538059e-02 2.778548201329439360e-01 1.981912017465939366e-09 9.298149447773826903e-01 -9.692706965772883709e-01 -2.279808535476823828e-02
6.665263703140084095e-01 4.210157841154075348e-02 3.489122215270344385e-01 2.362696573058436562e-09 9.296853375840616884e-01 -6.756378171623258488e-01 4.011079028829291904e-01
6.357343182211073751e-01 4.801259757542254009e-02 2.386330590835680499e-01 2.420737453880817593e-09 9.643398751288527748e-01 -1.035194318122842683e+00 2.977661433952092374e-01
6.756185721112157871e-01 3.990014251766015735e-02 3.030456141772300827e-01 2.364949030893941334e-09 9.333431919012228350e-01 -1.059567332627124880e+00 3.805029784010047766e-01
6.697453094581674593e-01 5.605076352074241097e-02 3.285112444601328008e-01 1.924729023863332998e-09 9.356410407169751808e-01 -9.378767376272398870e-01 -5.858936319548523342e-01
6.328517318546090786e-01 5.152129389560546058e-02 3.220543354475954301e-01 1.779259224389783358e-09 9.498413799251926859e-01 -1.168699865588655795e+00 -6.509946806273297915e-01
6.337406202655772036e-01 4.149071527251879665e-02 2.343282993027478167e-01 2.479497746182277828e-09 9.729790910990346875e-01 -1.187898347482704509e+00 3.255696291787968377e-01
6.178208720968060286e-01 5.363248281421922892e-02 4.078341972557882888e-01 2.003658936655167724e-09 9.896310996624764211e-01 -9.523067298439347184e-01 3.947470069713188145e-01
6.835745799731498540e-01 4.747900371165308941e-02 3.950711890301986662e-01 2.067429908484531061e-09 9.601801127044933271e-01 -1.172140818248644800e+00 -4.204300193990635481e-01
7.216873124891594049e-01 4.059919824649302345e-02 3.104983387018543928e-01 1.954794747753041924e-09 9.935825824498114578e-01 -1.146579041640771512e+00 -3.576090256548083990e-01
6.509339146067160131e-01 4.325172673328390310e-02 3.713531692103306803e-01 2.064715080831003721e-09 9.856567562981604080e-01 -7.725338062940920736e-01 -5.198340283686880836e-01
7.186219082946279091e-01 4.539929907086537320e-02 3.169100555633999061e-01 2.130451200143178129e-09 1.002595420643546786e+00 -7.976390247069931050e-01 1.435455177950361039e-01
6.466964214142367773e-01 4.105673400721567001e-02 3.185007271631958292e-01 2.356870831273430621e-09 9.338666301959693827e-01 -1.102917976922563215e+00 -3.160761401808120374e-01
6.594349079407268999e-01 4.010710479584786436e-02 4.074554830920560367e-01 2.132883611673455380e-09 9.685473535294563119e-01 -1.170259377274449175e+00 -3.253958147347781882e-01
7.153757016702751992e-01 5.454627471943889611e-02 3.455869761039360721e-01 1.902077289657315446e-09 9.875874323298092783e-01 -8.033097785673118940e-01 -4.467938060123688437e-02
7.028576809529516467e-01 5.877869095512743003e-02 2.670492536015355300e-01 2.307790028279936107e-09 9.179496549895782564e-01 -7.030668240758095600e-01 -4.176061399002004015e-01
6.068027942380189721e-01 5.136594955837117671e-02 2.350590233369538318e-01 1.727724903962007174e-09 9.713177271459673134e-01 -9.508836925431154441e-01 4.798028902556668029e-01
6.558346380383996976e-01 5.052694090492754198e-02 2.802129592023382409e-01 2.191839390529973919e-09 9.730039597458307599e-01 -7.232246937489164029e-01 -5.679474399061922307e-01
7.010174743418636778e-01 4.246755839625900725e-02 3.689309125228604769e-01 1.970607835509825382e-09 9.577381634432565738e-01 -1.131931034459468854e+00 -7.520124419299810681e-01
6.080778016451159340e-01 6.008213234007292458e-02 4.006481038534209782e-01 2.424950889904323349e-09 9.228412455308668827e-01 -8.354901554211662251e-01 -3.933404340115131403e-01
6.879048403815768431e-01 4.002712989809614069e-02 3.314697655347594307e-01 2.236960218706996187e-09 9.980776528969810268e-01 -7.095375333782386607e-01 2.504853780577607214e-01
6.088929007611514344e-01 4.175934969012749104e-02 3.822547703923134810e-01 2.373295786702585652e-09 9.523020553590355597e-01 -1.144506980261760232e+00 4.252148691919033219e-03
6.324553965305574899e-01 5.980631926058892212e-02 3.212787446887162557e-01 2.040382895022709946e-09 9.925473956866913694e-01 -1.126590607447734316e+00 2.155501020499044351e-01
6.456856788759094412e-01 4.783063587101103048e-02 2.329139146118342218e-01 2.222264510228840929e-09 9.233561103233008938e-01 -1.324141439190327896e+00 -5.944105842058934330e-01
6.725640744303282847e-01 6.066316713979447162e-02 2.598988263359696127e-01 1.958107001797540242e-09 9.326638080276874465e-01 -8.910757666515332076e-01 -6.443266983722918395e-01
6.248096288913218554e-01 4.194549120812902931e-02 2.721387148355766117e-01 2.309242392708523379e-09 9.343199138350277710e-01 -8.688004113965042130e-01 1.278744067045975985e-01
7.005290028278818859e-01 5.696301881379017829e-02 3.330799868731920133e-01 2.297915373909545206e-09 9.905703752897161429e-01 -8.809095925537406835e-01 -6.401884556552559502e-01
6.564103909244639601e-01 4.251330537726862036e-02 3.710529474193451360e-01 2.491049766977551530e-09 9.201227333843366996e-01 -1.305608469016631190e+00 2.019001724692625066e-01
7.038863119687759351e-01 5.383722270983746366e-02 2.661636850228819018e-01 2.255274508958424346e-09 9.564484721035215742e-01 -9.836937550683411136e-01 -4.962537791780877727e-01
7.176504143351102316e-01 5.590960258154047124e-02 2.650342791504253781e-01 2.387808295901925276e-09 9.778864419301164235e-01 -1.087640594792652848e+00 -6.693251551046630610e-01
6.541112505215056494e-01 4.476576594449445390e-02 2.991099307190588918e-01 1.738723332538240018e-09 9.593341599916416218e-01 -1.300597339164604849e+00 -1.240975382109120728e-01
6.929340042249003684e-01 5.999029503667291374e-02 3.565497120198149461e-01 2.292159505620649165e-09 9.611352834081040575e-01 -7.063320295176928054e-01 -1.167850820807059264e-03
6.110004963314200621e-01 5.401955270777101387e-02 3.374287795400096046e-01 2.302805609826839994e-09 9.217375416133479771e-01 -1.280011313457406263e+00 -4.067514775891757917e-01
6.214966572785397547e-01 4.837818836561498526e-02 4.017258286665673639e-01 2.202502378106037275e-09 9.839319176214744722e-01 -1.205043979230333795e+00 -7.446002860506282239e-01
6.873148565260209786e-01 5.859896286115811453e-02 3.070473997478549433e-01 2.167628337300938962e-09 9.269931853859713078e-01 -8.819803862965527319e-01 -2.516245103673530048e-01
7.105344884358314461e-01 5.359416471118415293e-02 3.582124939427259180e-01 2.285724195370440446e-09 9.659991299818574406e-01 -7.674835427638581065e-01 -2.615148833893565783e-02
6.460191101765356825e-01 5.193846397446296587e-02 2.758049129693128654e-01 1.776491352316092636e-09 9.876468596888564599e-01 -9.332207511155425905e-01 6.003404138205525875e-02
6.442840348324343491e-01 4.224257687489959417e-02 3.535593607793635629e-01 1.909520922530321715e-09 9.910794076099892491e-01 -1.099268296473776108e+00 1.601845090150231243e-01
6.284966786740713296e-01 5.264948899672090843e-02 3.921239592107871319e-01 1.974072427554925513e-09 9.680167778272379397e-01 -7.408680749058010884e-01 4.099466782622174232e-01
6.707222570526844008e-01 5.448974729086253355e-02 2.704682270942491695e-01 1.831984554672326917e-09 9.260919188135809943e-01 -1.229655764047630440e+00 -5.343233570857950365e-01
7.260763518978450293e-01 4.895347562123812668e-02 3.327060121715696983e-01 2.210728560646530645e-09 9.748266453922401764e-01 -9.052528272395692355e-01 3.668388502805801643e-01
6.766987831096664685e-01 4.943240284827521425e-02 2.845701438326876387e-01 1.801123989100828898e-09 9.440346586132110085e-01 -7.881989343666063741e-01 -3.417270776848648772e-01
6.841235702625785287e-01 4.714424265305160872e-02 3.609644623291669019e-01 2.286124751069255665e-09 9.245316778942569425e-01 -9.266593287899804743e-01 -6.970752885002725607e-01
6.833730715460626381e-01 5.786596222170047737e-02 2.369860321002746351e-01 2.484379638327122446e-09 9.568076255180497647e-01 -7.686831646093363890e-01 5.216754277186843591e-01
6.096429015366020554e-01 4.710907525299591614e-02 3.441575342012360705e-01 2.025823366616880780e-09 1.002731255938333677e+00 -8.361215010401393810e-01 -2.086894548790297899e-01
6.402156687404471080e-01 4.669848731880667236e-02 3.227842612173241199e-01 2.149459728301156699e-09 9.392993983025805793e-01 -9.907158317529118907e-01 2.875124374389608217e-01
6.637974455848351107e-01 5.586949594950181563e-02 3.123102809970243476e-01 2.283023810187638121e-09 9.347734205679731900e-01 -1.044901505831601796e+00 3.638486943574679167e-01
7.046036367335979378e-01 5.215292373943482968e-02 2.629144600387216535e-01 2.344797139448103531e-09 1.000289197717327605e+00 -1.308585373856766987e+00 -5.146487832198520795e-01
7.187931330294807797e-01 4.616651358062836413e-02 2.885088517772479433e-01 2.519312704000173572e-09 9.490175016754678339e-01 -9.515809906563669207e-01 5.327960599682786125e-01
6.222311427023622388e-01 6.076229436981479826e-02 2.785864948823492671e-01 2.209860735392154049e-09 9.407268051184685120e-01 -7.332954169037324554e-01 5.588429199274662640e-01
7.087093086679751019e-01 4.262122307715702357e-02 2.462873519187649685e-01 1.679180723693188025e-09 9.460427211910737988e-01 -1.029630352624080203e+00 -4.785943555090001467e-01
